LAMMPS (23 Jun 2022 - Update 4)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 4.04525 4.04525 4.04525
Created orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  1 by 1 by 2 MPI processor grid
Created 32 atoms
  using lattice units in orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  create_atoms CPU = 0.000 seconds
Reading eam/alloy potential file ./Al_mm.eam.fs with DATE: 2007-06-11
Temp                     Press                     Vol                     Etotal
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8.5
  ghost atom cutoff = 8.5
  binsize = 4.25, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.596 | 3.596 | 3.596 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng        c_mytemp      c_mypress        Volume    
    553000   553            660.88982     -105.88293      2.6482281     -103.2347       660.88982      170.85967      555.24463    
    554000   554            569.5508      -105.47658      2.2822268     -103.19435      569.5508      -515.25292      557.17501    
    555000   555            722.71567     -106.07254      2.8959683     -103.17657      722.71567     -504.29437      555.9633     
    556000   556            681.1434      -105.85863      2.7293855     -103.12925      681.1434      -6616.6456      557.97389    
    557000   557            801.51904     -106.37176      3.2117385     -103.16002      801.51904     -264.26967      553.52727    
    558000   558            640.21773     -105.74063      2.5653937     -103.17524      640.21773      2967.0567      555.08984    
    559000   559            632.84065     -105.69639      2.5358333     -103.16055      632.84065     -3244.5946      558.01034    
    560000   560            776.80453     -106.30789      3.1127059     -103.19519      776.80453      339.77309      553.72662    
    561000   561            755.34212     -106.26867      3.0267046     -103.24197      755.34212      3750.7547      550.98532    
    562000   562            733.76898     -106.20949      2.9402596     -103.26923      733.76898     -221.71651      554.16842    
    563000   563            612.85158     -105.68595      2.4557358     -103.23021      612.85158      1385.6769      556.07904    
    564000   564            739.32785     -106.1339       2.9625344     -103.17136      739.32785     -2918.9324      556.08822    
    565000   565            798.74374     -106.43526      3.2006177     -103.23464      798.74374     -219.89574      553.43018    
    566000   566            580.88345     -105.51921      2.3276374     -103.19157      580.88345      1371.2842      555.08323    
    567000   567            759.24024     -106.14754      3.0423246     -103.10521      759.24024     -2122.9919      555.70873    
    568000   568            715.60544     -106.14184      2.8674771     -103.27437      715.60544     -706.20118      553.75236    
    569000   569            622.98328     -105.73683      2.4963342     -103.24049      622.98328     -34.557832      555.18319    
    570000   570            731.91761     -106.10364      2.9328411     -103.1708       731.91761      892.01358      552.73437    
    571000   571            618.78722     -105.68725      2.4795203     -103.20773      618.78722      3790.9409      554.11067    
    572000   572            601.54257     -105.64447      2.4104199     -103.23405      601.54257     -1069.8226      557.99362    
    573000   573            796.08774     -106.3617       3.1899749     -103.17172      796.08774     -3496.3881      554.80028    
    574000   574            775.97208     -106.30526      3.1093702     -103.19589      775.97208     -2351.9207      555.53892    
    575000   575            758.51348     -106.21909      3.0394125     -103.17968      758.51348     -2115.9613      554.63428    
    576000   576            693.90603     -106.02813      2.7805262     -103.2476       693.90603      285.81788      554.60868    
    577000   577            708.24853     -106.03856      2.8379975     -103.20057      708.24853      547.47208      555.84197    
    578000   578            588.71044     -105.58113      2.3590007     -103.22213      588.71044      2905.5652      553.62375    
    579000   579            790.52907     -106.30622      3.167701      -103.13852      790.52907     -650.91052      553.76829    
    580000   580            772.43553     -106.31912      3.095199      -103.22392      772.43553     -7203.1598      556.32472    
    581000   581            653.85883     -105.84689      2.6200545     -103.22683      653.85883      6700.6013      552.09955    
    582000   582            772.03549     -106.30748      3.093596      -103.21388      772.03549      537.14924      553.53943    
    583000   583            747.69704     -106.21325      2.9960703     -103.21718      747.69704     -6752.881       558.03054    
    584000   584            719.89864     -106.11619      2.8846803     -103.23151      719.89864     -2755.3135      556.79007    
    585000   585            780.14566     -106.3194       3.126094      -103.1933       780.14566     -5707.5672      555.7011     
    586000   586            684.60341     -105.95502      2.74325       -103.21177      684.60341     -678.32826      555.69318    
    587000   587            745.44352     -106.11146      2.9870403     -103.12442      745.44352     -443.89517      555.71081    
    588000   588            714.5226      -106.12708      2.8631381     -103.26395      714.5226       3644.7515      551.99619    
    589000   589            683.77675     -105.93248      2.7399375     -103.19254      683.77675      1797.4847      553.12202    
    590000   590            779.25037     -106.35025      3.1225065     -103.22774      779.25037      237.98414      554.36442    
    591000   591            508.57986     -105.30118      2.0379123     -103.26326      508.57986      3593.5536      558.21639    
    592000   592            588.50654     -105.59359      2.3581836     -103.23541      588.50654     -2671.0267      558.88195    
    593000   593            822.33538     -106.51716      3.2951509     -103.22201      822.33538     -5784.0249      555.33447    
    594000   594            719.62484     -106.12752      2.8835832     -103.24393      719.62484      784.40338      552.28605    
    595000   595            746.93874     -106.21248      2.9930317     -103.21945      746.93874      3007.2891      554.77103    
    596000   596            657.47431     -105.86683      2.634542      -103.23229      657.47431      70.372479      556.64746    
    597000   597            730.89187     -106.07308      2.9287309     -103.14435      730.89187     -472.0931       554.64466    
    598000   598            575.66044     -105.54985      2.3067085     -103.24315      575.66044      5642.052       553.73604    
    599000   599            707.88866     -105.99627      2.8365555     -103.15972      707.88866     -3516.8877      558.67562    
    600000   600            739.33438     -106.21193      2.9625605     -103.24937      739.33438     -4498.3725      555.81927    
    601000   601            707.10506     -105.98494      2.8334156     -103.15152      707.10506      4387.4181      552.85921    
    602000   602            757.72496     -106.19347      3.0362528     -103.15722      757.72496     -4167.3878      556.37599    
    603000   603            739.7577      -106.19606      2.9642568     -103.2318       739.7577      -1355.4049      554.20842    
    604000   604            629.33063     -105.57478      2.5217684     -103.05301      629.33063      5642.4199      555.22034    
    605000   605            749.13879     -106.10615      3.0018475     -103.1043       749.13879     -604.317        553.8834     
    606000   606            651.35939     -105.91556      2.6100391     -103.30552      651.35939      1484.0243      554.43906    
    607000   607            772.02965     -106.2728       3.0935726     -103.17923      772.02965      85.498213      553.77893    
    608000   608            754.09838     -106.2058       3.0217208     -103.18408      754.09838     -5514.6888      556.55641    
    609000   609            802.98894     -106.38102      3.2176285     -103.1634       802.98894     -2699.8458      555.31715    
    610000   610            626.91812     -105.79218      2.5121014     -103.28008      626.91812      5226.0597      553.36226    
    611000   611            681.16376     -105.94677      2.7294671     -103.2173       681.16376      329.52799      554.44207    
    612000   612            683.93354     -105.85772      2.7405658     -103.11716      683.93354     -5305.8581      559.12955    
    613000   613            726.29243     -106.17145      2.9103006     -103.26115      726.29243     -2133.8887      555.62781    
    614000   614            634.75246     -105.7842       2.543494      -103.24071      634.75246      3441.8062      554.65354    
    615000   615            755.75349     -106.27454      3.028353      -103.24618      755.75349      456.15641      553.02674    
    616000   616            770.50684     -106.2972       3.0874706     -103.20973      770.50684     -5716.4987      557.08026    
    617000   617            714.98165     -106.02177      2.8649776     -103.15679      714.98165     -2946.7018      555.8347     
    618000   618            605.35212     -105.61515      2.425685      -103.18946      605.35212      2002.2866      555.48611    
    619000   619            679.9373      -105.9003       2.7245526     -103.17575      679.9373      -1203.7104      556.63625    
    620000   620            726.87147     -106.13556      2.9126209     -103.22294      726.87147     -7007.2914      557.99522    
    621000   621            703.42523     -105.98644      2.8186703     -103.16776      703.42523      1297.2351      555.45025    
    622000   622            748.49458     -106.21004      2.9992661     -103.21078      748.49458      438.57992      553.47298    
    623000   623            760.69431     -106.2949       3.0481512     -103.24674      760.69431     -3183.0997      555.15658    
    624000   624            659.69009     -105.81912      2.6434208     -103.1757       659.69009      1502.131       555.86516    
    625000   625            693.31444     -105.85399      2.7781557     -103.07583      693.31444      2947.9685      554.13764    
    626000   626            799.57789     -106.32735      3.2039602     -103.12339      799.57789     -893.6556       555.27842    
    627000   627            806.9444      -106.38415      3.2334782     -103.15067      806.9444      -431.85752      554.61863    
    628000   628            786.41656     -106.30316      3.1512219     -103.15194      786.41656     -819.97976      554.18516    
    629000   629            636.27625     -105.77702      2.5496        -103.22742      636.27625      1850.7022      554.14457    
    630000   630            637.45535     -105.80464      2.5543247     -103.25032      637.45535      2264.0912      554.1761     
    631000   631            730.89241     -106.18329      2.928733      -103.25456      730.89241     -2978.7049      555.30149    
    632000   632            769.10701     -106.29064      3.0818614     -103.20878      769.10701     -3090.0896      554.86714    
    633000   633            591.24724     -105.54069      2.3691658     -103.17152      591.24724      3815.8177      552.74312    
    634000   634            728.82261     -106.13326      2.9204392     -103.21282      728.82261     -5091.601       557.21766    
    635000   635            681.5102      -105.90957      2.7308553     -103.17872      681.5102       2486.4359      552.76783    
    636000   636            615.85754     -105.74871      2.4677809     -103.28093      615.85754      2769.3848      554.06446    
    637000   637            620.67518     -105.76107      2.4870855     -103.27399      620.67518      956.87873      554.19573    
    638000   638            648.17399     -105.83376      2.597275      -103.23649      648.17399      2064.5468      554.06375    
    639000   639            561.87499     -105.5187       2.2514693     -103.26723      561.87499      4572.3714      554.75912    
    640000   640            734.84871     -106.14673      2.9445862     -103.20215      734.84871     -723.22599      555.31719    
    641000   641            846.11301     -106.55522      3.3904294     -103.16479      846.11301     -4703.3778      554.50693    
    642000   642            703.60198     -106.01644      2.8193785     -103.19706      703.60198      303.04092      554.47605    
    643000   643            749.36925     -106.06882      3.0027709     -103.06605      749.36925     -9283.4544      560.99746    
    644000   644            710.01623     -106.06418      2.8450808     -103.2191       710.01623      66.783028      555.81688    
    645000   645            751.80614     -106.30165      3.0125357     -103.28911      751.80614      861.06789      552.61388    
    646000   646            625.26395     -105.77761      2.505473      -103.27214      625.26395      7437.9947      551.68169    
    647000   647            687.94627     -105.97605      2.7566451     -103.2194       687.94627      1526.9173      553.08713    
    648000   648            784.94406     -106.30686      3.1453215     -103.16154      784.94406     -1858.9706      554.2844     
    649000   649            780.31118     -106.28398      3.1267572     -103.15722      780.31118     -5143.1151      556.97843    
    650000   650            692.03963     -105.94587      2.7730474     -103.17283      692.03963     -80.144575      555.82248    
    651000   651            620.90532     -105.68216      2.4880076     -103.19416      620.90532      293.72019      556.69706    
    652000   652            687.65679     -105.99283      2.7554851     -103.23735      687.65679     -421.76601      555.27874    
    653000   653            705.51485     -106.03823      2.8270435     -103.21119      705.51485     -2211.6481      556.43697    
    654000   654            684.68799     -105.98954      2.7435889     -103.24595      684.68799     -1068.9588      553.85016    
    655000   655            761.5764      -106.30279      3.0516858     -103.2511       761.5764       335.83141      553.68884    
    656000   656            864.85338     -106.62888      3.4655233     -103.16336      864.85338      4856.611       548.64039    
    657000   657            715.34628     -106.08083      2.8664387     -103.21439      715.34628     -1968.1108      555.59654    
    658000   658            647.17287     -105.78317      2.5932634     -103.18991      647.17287      3729.31        553.87705    
    659000   659            690.94234     -105.99285      2.7686505     -103.2242       690.94234     -5699.1268      557.65862    
    660000   660            690.37881     -106.04377      2.7663924     -103.27738      690.37881      1684.9671      553.31007    
    661000   661            652.79581     -105.86348      2.6157949     -103.24769      652.79581      1284.0705      555.65036    
    662000   662            679.95508     -105.94755      2.7246239     -103.22292      679.95508     -1533.1146      556.68407    
    663000   663            760.0396      -106.25269      3.0455277     -103.20716      760.0396      -1125.9514      553.90442    
    664000   664            657.26595     -105.88283      2.6337071     -103.24913      657.26595      4298.967       552.37503    
    665000   665            571.23006     -105.51977      2.2889557     -103.23081      571.23006      2065.7663      556.28404    
    666000   666            786.22351     -106.27773      3.1504483     -103.12729      786.22351      1919.8207      553.07267    
    667000   667            604.50806     -105.70438      2.4223028     -103.28207      604.50806      184.29859      555.64386    
    668000   668            672.09213     -105.89915      2.6931165     -103.20603      672.09213     -606.25454      555.82198    
    669000   669            639.05982     -105.80925      2.5607539     -103.24849      639.05982     -3002.1337      557.7016     
    670000   670            700.25522     -106.02782      2.8059678     -103.22185      700.25522     -123.33648      554.48242    
    671000   671            761.19688     -106.12802      3.050165      -103.07786      761.19688     -3848.7556      558.0996     
    672000   672            750.26513     -106.16779      3.0063608     -103.16142      750.26513      5289.8462      551.54789    
    673000   673            775.83144     -106.34133      3.1088066     -103.23252      775.83144      3874.5017      551.8125     
    674000   674            740.86552     -106.18515      2.9686959     -103.21646      740.86552      2873.5538      552.28189    
    675000   675            709.00676     -106.14496      2.8410358     -103.30393      709.00676     -4038.8994      557.1715     
    676000   676            786.27953     -106.31875      3.1506728     -103.16808      786.27953     -3359.2477      554.8115     
    677000   677            645.20284     -105.8041       2.5853694     -103.21873      645.20284     -392.89067      555.77443    
    678000   678            771.59026     -106.23209      3.0918119     -103.14028      771.59026     -2506.802       555.84023    
    679000   679            606.95115     -105.59948      2.4320924     -103.16739      606.95115     -1895.9652      557.53704    
    680000   680            736.39859     -106.14287      2.9507966     -103.19208      736.39859      1833.9511      552.1669     
    681000   681            744.17963     -106.19843      2.9819758     -103.21646      744.17963     -2490.9335      556.66777    
    682000   682            661.68408     -105.80642      2.6514108     -103.15501      661.68408     -3119.6934      557.06517    
    683000   683            684.7217      -105.99335      2.743724      -103.24963      684.7217       2067.4654      552.90897    
    684000   684            636.89399     -105.81434      2.5520753     -103.26226      636.89399      3772.4623      554.377      
    685000   685            529.73752     -105.29642      2.1226924     -103.17373      529.73752      5825.0114      555.91618    
    686000   686            657.15406     -105.82595      2.6332587     -103.1927       657.15406     -1588.5855      558.7966     
    687000   687            752.86118     -106.15938      3.0167633     -103.14262      752.86118     -2318.5876      556.77251    
    688000   688            551.43975     -105.3859       2.2096547     -103.17624      551.43975      689.25512      558.00984    
    689000   689            823.7387      -106.40313      3.3007741     -103.10235      823.7387      -935.07162      554.01242    
    690000   690            739.19734     -106.13462      2.9620114     -103.17261      739.19734     -1223.9674      554.45384    
    691000   691            597.21603     -105.58421      2.3930832     -103.19113      597.21603      4094.0908      554.99306    
    692000   692            766.31504     -106.2633       3.0706738     -103.19262      766.31504     -339.45727      554.04604    
    693000   693            746.70335     -106.22588      2.9920885     -103.2338       746.70335      2070.9245      553.14323    
    694000   694            645.20775     -105.82902      2.5853891     -103.24363      645.20775      89.963422      554.72879    
    695000   695            657.10228     -105.84642      2.6330512     -103.21337      657.10228     -1341.5209      555.71307    
    696000   696            668.63568     -105.92139      2.6792663     -103.24212      668.63568      1032.0896      553.78219    
    697000   697            726.4737      -106.10842      2.911027      -103.19739      726.4737      -19.104326      553.91766    
    698000   698            648.9759      -105.71121      2.6004883     -103.11072      648.9759       1087.758       555.82723    
    699000   699            684.2324      -105.8941       2.7417634     -103.15233      684.2324       3822.9467      551.88696    
    700000   700            723.03083     -106.07706      2.8972312     -103.17982      723.03083      3485.3635      552.51238    
    701000   701            710.13572     -106.02322      2.8455596     -103.17766      710.13572     -6061.9408      559.00471    
    702000   702            715.17334     -106.10963      2.8657457     -103.24388      715.17334     -6144.898       557.52489    
    703000   703            714.31578     -106.06713      2.8623094     -103.20482      714.31578     -464.44254      555.33126    
    704000   704            644.76909     -105.77552      2.5836313     -103.19189      644.76909     -2410.9434      558.19916    
    705000   705            658.35908     -105.77265      2.6380873     -103.13456      658.35908      10220.703      549.01703    
    706000   706            675.05312     -105.8635       2.7049814     -103.15852      675.05312      4270.5007      552.17155    
    707000   707            862.289       -106.68892      3.4552476     -103.23367      862.289       -6757.7884      554.51614    
    708000   708            643.95132     -105.75157      2.5803545     -103.17122      643.95132      6197.5686      553.01611    
    709000   709            601.95756     -105.59599      2.4120828     -103.18391      601.95756      3124.8104      553.03229    
    710000   710            660.33419     -105.81506      2.6460017     -103.16905      660.33419      5993.2517      552.31436    
    711000   711            546.41808     -105.38124      2.1895325     -103.19171      546.41808      365.71095      557.41048    
    712000   712            630.11201     -105.72169      2.5248995     -103.19679      630.11201     -984.84591      558.97602    
    713000   713            589.49972     -105.58687      2.3621634     -103.22471      589.49972      3452.1638      554.4923     
    714000   714            709.53718     -106.04517      2.8431613     -103.20201      709.53718     -3050.7676      556.16725    
    715000   715            777.73336     -106.28847      3.1164277     -103.17204      777.73336     -3772.849       556.65276    
    716000   716            743.14009     -106.16675      2.9778103     -103.18894      743.14009      1356.5736      552.54583    
    717000   717            627.62166     -105.69404      2.5149205     -103.17912      627.62166      9976.2048      550.86996    
    718000   718            783.61542     -106.38387      3.1399975     -103.24387      783.61542     -497.69274      553.66145    
    719000   719            736.93401     -106.10967      2.9529421     -103.15673      736.93401     -3101.5254      557.53242    
    720000   720            648.439       -105.86928      2.5983369     -103.27095      648.439        1266.583       553.44434    
    721000   721            734.12394     -106.18794      2.941682      -103.24626      734.12394     -2448.9462      554.507      
    722000   722            654.46848     -105.86071      2.6224974     -103.23822      654.46848      2068.534       553.02142    
    723000   723            693.21465     -105.94921      2.7777558     -103.17145      693.21465      3952.5186      552.25399    
    724000   724            648.66151     -105.8409       2.5992285     -103.24167      648.66151      7329.8625      552.14927    
    725000   725            722.57137     -106.09784      2.8953901     -103.20245      722.57137     -4664.372       557.17772    
    726000   726            592.51104     -105.62694      2.3742299     -103.25271      592.51104      1864.6155      555.11463    
    727000   727            689.35369     -106.03878      2.7622847     -103.2765       689.35369      4474.1119      551.11283    
    728000   728            767.42509     -106.34985      3.0751218     -103.27473      767.42509     -2907.1891      555.6816     
    729000   729            727.95117     -106.15864      2.9169473     -103.24169      727.95117     -8492.3751      558.7373     
    730000   730            669.08611     -105.93065      2.6810712     -103.24958      669.08611     -3092.6451      557.61852    
    731000   731            682.63617     -105.89743      2.7353672     -103.16206      682.63617     -4491.7447      556.69028    
    732000   732            794.86268     -106.38022      3.185066      -103.19516      794.86268     -536.91718      552.83809    
    733000   733            670.17932     -105.97814      2.6854518     -103.29269      670.17932      3067.97        552.30508    
    734000   734            685.62528     -105.95222      2.7473447     -103.20487      685.62528     -4301.9427      558.76134    
    735000   735            738.56601     -106.04929      2.9594816     -103.08981      738.56601     -2282.506       556.4316     
    736000   736            827.1021      -106.44923      3.3142515     -103.13498      827.1021      -2869.5934      554.71932    
    737000   737            619.97415     -105.73892      2.4842764     -103.25465      619.97415      6156.1624      550.79458    
    738000   738            610.9688      -105.62854      2.4481914     -103.18035      610.9688       3818.527       553.2998     
    739000   739            677.04017     -105.96035      2.7129436     -103.24741      677.04017     -4518.8377      557.16678    
    740000   740            509.42956     -105.32047      2.0413171     -103.27915      509.42956      5157.7525      554.9024     
    741000   741            684.70581     -105.96436      2.7436603     -103.2207       684.70581      6202.8911      550.68612    
    742000   742            607.52287     -105.55286      2.4343833     -103.11848      607.52287     -1468.7937      557.89326    
    743000   743            797.20938     -106.44809      3.1944694     -103.25362      797.20938     -6123.4092      555.68437    
    744000   744            601.16494     -105.54241      2.4089067     -103.1335       601.16494      2146.6924      555.77009    
    745000   745            696.89321     -105.95718      2.792496      -103.16469      696.89321      3379.4607      552.66627    
    746000   746            826.18568     -106.46118      3.3105793     -103.1506       826.18568     -243.98677      553.63101    
    747000   747            636.78821     -105.71818      2.5516514     -103.16653      636.78821     -1927.3767      557.45441    
    748000   748            786.35192     -106.3642       3.1509628     -103.21324      786.35192     -6584.8361      556.57381    
    749000   749            707.19887     -105.97436      2.8337915     -103.14057      707.19887      1575.7602      555.28046    
    750000   750            686.69435     -105.87032      2.7516285     -103.1187       686.69435     -3780.9272      559.2835     
    751000   751            589.98355     -105.58275      2.3641022     -103.21865      589.98355      1828.3875      556.50849    
    752000   752            733.79551     -106.12248      2.9403659     -103.18211      733.79551     -992.60607      554.82582    
    753000   753            570.10616     -105.55918      2.2844521     -103.27473      570.10616      5650.0915      554.53286    
    754000   754            628.57684     -105.73288      2.5187479     -103.21413      628.57684      2833.1486      553.24168    
    755000   755            759.5042      -106.19083      3.0433823     -103.14745      759.5042      -5681.4715      556.31928    
    756000   756            661.85121     -105.84329      2.6520805     -103.19121      661.85121      2664.1486      553.89492    
    757000   757            834.09485     -106.49572      3.3422719     -103.15345      834.09485     -3615.0333      555.28447    
    758000   758            751.30616     -106.22283      3.0105322     -103.2123       751.30616     -9426.7215      558.62663    
    759000   759            661.4065      -105.92959      2.6502985     -103.27929      661.4065       736.44125      554.34929    
    760000   760            660.56409     -105.87288      2.6469229     -103.22596      660.56409      5355.6368      552.45656    
    761000   761            728.43093     -106.07641      2.9188697     -103.15754      728.43093     -2576.3173      555.17768    
    762000   762            706.52133     -106.05055      2.8310765     -103.21948      706.52133     -792.52376      554.1895     
    763000   763            621.16366     -105.67544      2.4890429     -103.1864       621.16366      1998.2145      553.85       
    764000   764            684.08764     -105.94816      2.7411833     -103.20698      684.08764      1953.1887      553.83723    
    765000   765            679.21065     -105.94887      2.7216409     -103.22723      679.21065     -1298.7916      554.57357    
    766000   766            802.7415      -106.42243      3.216637      -103.20579      802.7415      -230.12062      553.35003    
    767000   767            666.46641     -105.89333      2.6705739     -103.22275      666.46641      4649.1303      551.39699    
    768000   768            699.67889     -106.00082      2.8036584     -103.19716      699.67889      3538.1755      552.16555    
    769000   769            809.26857     -106.42383      3.2427914     -103.18104      809.26857     -1467.2051      554.05821    
    770000   770            782.30796     -106.34065      3.1347585     -103.20589      782.30796     -44.358906      553.63332    
    771000   771            582.37129     -105.56785      2.3335993     -103.23426      582.37129     -40.487716      555.7478     
    772000   772            627.58892     -105.71716      2.5147893     -103.20237      627.58892     -2076.2262      556.78662    
    773000   773            788.31871     -106.38266      3.1588439     -103.22381      788.31871     -6483.4448      555.95834    
    774000   774            702.63937     -106.01288      2.8155213     -103.19736      702.63937     -2254.2601      556.47969    
    775000   775            563.36095     -105.54311      2.2574236     -103.28569      563.36095      2625.9861      555.38345    
    776000   776            758.85313     -106.2026       3.0407734     -103.16182      758.85313     -3238.4834      556.67305    
    777000   777            632.49478     -105.85147      2.5344474     -103.31702      632.49478      3875.3763      552.44801    
    778000   778            768.65273     -106.27848      3.0800411     -103.19844      768.65273      1919.9277      552.67721    
    779000   779            697.03279     -105.96124      2.7930553     -103.16818      697.03279     -2326.5801      556.96102    
    780000   780            809.4336      -106.37688      3.2434526     -103.13343      809.4336      -3370.765       555.51307    
    781000   781            607.41001     -105.58231      2.4339311     -103.14838      607.41001      9884.7863      549.87398    
    782000   782            679.35015     -105.87573      2.7221999     -103.15353      679.35015     -601.57847      555.02216    
    783000   783            708.70966     -106.0734       2.8398453     -103.23356      708.70966     -929.0822       555.60341    
    784000   784            638.73597     -105.80368      2.5594562     -103.24423      638.73597      4057.8405      552.65339    
    785000   785            733.4521      -106.09657      2.9389899     -103.15758      733.4521      -4678.135       557.23225    
    786000   786            523.0688      -105.30132      2.0959704     -103.20535      523.0688       2258.0833      556.41298    
    787000   787            692.03389     -105.88635      2.7730244     -103.11332      692.03389      2507.1968      553.79799    
    788000   788            574.55965     -105.44272      2.3022976     -103.14042      574.55965      3871.4786      555.99951    
    789000   789            717.77542     -106.12879      2.8761724     -103.25261      717.77542      322.78305      554.79946    
    790000   790            799.56018     -106.36526      3.2038892     -103.16137      799.56018     -2154.5285      554.08021    
    791000   791            576.44686     -105.54161      2.3098597     -103.23175      576.44686      6585.0816      553.95038    
    792000   792            647.95331     -105.78399      2.5963907     -103.1876       647.95331      1525.2536      554.09664    
    793000   793            845.68829     -106.59903      3.3887275     -103.2103       845.68829     -7218.3882      555.88064    
    794000   794            845.11051     -106.52972      3.3864123     -103.1433       845.11051     -231.00673      553.02159    
    795000   795            740.92095     -106.15011      2.968918      -103.18119      740.92095     -3476.1585      557.1405     
    796000   796            721.43345     -106.16327      2.8908304     -103.27244      721.43345     -2781.798       555.80956    
    797000   797            767.66564     -106.35047      3.0760857     -103.27438      767.66564     -3751.4653      554.80744    
    798000   798            729.84084     -106.16703      2.9245193     -103.24251      729.84084     -2080.8533      554.96127    
    799000   799            695.71975     -105.99535      2.7877939     -103.20755      695.71975      1890.7456      553.34452    
    800000   800            671.15364     -105.82589      2.6893559     -103.13653      671.15364     -3552.4642      557.46797    
    801000   801            709.73964     -106.01789      2.8439725     -103.17392      709.73964      2261.1115      554.51445    
    802000   802            619.7153      -105.6476       2.4832392     -103.16436      619.7153       4933.3682      553.03211    
    803000   803            732.89344     -106.11452      2.9367513     -103.17777      732.89344     -3351.4248      555.47814    
    804000   804            775.90299     -106.21884      3.1090933     -103.10974      775.90299     -3443.672       555.30009    
    805000   805            631.39106     -105.71951      2.5300247     -103.18949      631.39106      4366.3312      552.00532    
    806000   806            726.71285     -106.12045      2.9119853     -103.20847      726.71285     -2873.47        555.83235    
    807000   807            759.14661     -106.27146      3.0419494     -103.22951      759.14661      6274.7683      549.59562    
    808000   808            618.97401     -105.66884      2.4802688     -103.18857      618.97401      6527.6314      553.13427    
    809000   809            687.1489      -105.9575       2.75345       -103.20405      687.1489      -2680.3669      555.85256    
    810000   810            679.36226     -105.87386      2.7222484     -103.15162      679.36226     -955.5354       555.81164    
    811000   811            665.60211     -105.91384      2.6671106     -103.24673      665.60211      6109.3673      552.30812    
    812000   812            777.39528     -106.3142       3.115073      -103.19912      777.39528     -4096.4933      555.33719    
    813000   813            781.27011     -106.31095      3.1305997     -103.18035      781.27011     -6492.6097      557.35905    
    814000   814            770.51572     -106.29946      3.0875062     -103.21195      770.51572     -2678.1293      555.76401    
    815000   815            666.87045     -105.90004      2.6721929     -103.22784      666.87045      407.90744      554.73727    
    816000   816            723.83504     -106.07428      2.9004537     -103.17383      723.83504     -1216.6866      555.01507    
    817000   817            669.51855     -105.87767      2.682804      -103.19487      669.51855      2234.1495      555.55011    
    818000   818            664.73393     -105.87189      2.6636317     -103.20826      664.73393      3375.3807      554.2516     
    819000   819            772.04308     -106.29641      3.0936264     -103.20278      772.04308     -3286.4877      555.03282    
    820000   820            746.87306     -106.22843      2.9927685     -103.23566      746.87306     -2492.0264      556.22736    
    821000   821            696.72528     -106.07427      2.7918231     -103.28245      696.72528     -2399.9081      556.03968    
    822000   822            748.02519     -106.17749      2.9973852     -103.1801       748.02519      1232.6898      553.55299    
    823000   823            759.5966      -106.25157      3.0437526     -103.20781      759.5966       4134.4943      552.99408    
    824000   824            605.15079     -105.69192      2.4248782     -103.26704      605.15079      4583.0176      553.61749    
    825000   825            694.92815     -105.99088      2.7846219     -103.20625      694.92815     -4249.6899      557.79026    
    826000   826            714.38941     -105.96912      2.8626044     -103.10652      714.38941      1011.8203      556.77524    
    827000   827            572.28448     -105.45133      2.2931808     -103.15815      572.28448      5229.2717      552.81546    
    828000   828            655.76856     -105.78722      2.6277069     -103.15951      655.76856      4518.2239      553.27146    
    829000   829            725.83235     -106.14065      2.9084571     -103.23219      725.83235      3907.7069      552.57029    
    830000   830            723.6711      -106.13545      2.8997968     -103.23566      723.6711      -557.30916      554.17651    
    831000   831            667.51512     -105.94435      2.6747761     -103.26957      667.51512      1429.8633      554.48041    
    832000   832            756.36024     -106.22432      3.0307843     -103.19354      756.36024      780.14311      552.20024    
    833000   833            645.82284     -105.78294      2.5878538     -103.19509      645.82284      2695.5292      554.49457    
    834000   834            800.95505     -106.43744      3.2094785     -103.22796      800.95505     -77.383403      553.41346    
    835000   835            604.41757     -105.66442      2.4219402     -103.24248      604.41757      6260.8828      551.89505    
    836000   836            594.97853     -105.57738      2.3841173     -103.19326      594.97853      3202.703       554.39742    
    837000   837            602.52943     -105.7072       2.4143743     -103.29283      602.52943      4372.4051      553.73982    
    838000   838            708.36781     -106.05657      2.8384755     -103.21809      708.36781      512.03735      555.3826     
    839000   839            753.47961     -106.227        3.0192414     -103.20776      753.47961     -2063.0971      554.27421    
    840000   840            612.33913     -105.66238      2.4536824     -103.2087       612.33913      2804.4078      555.40672    
    841000   841            730.40424     -106.07809      2.9267769     -103.15131      730.40424     -2739.2704      555.99295    
    842000   842            612.62077     -105.62257      2.4548109     -103.16775      612.62077     -904.25214      557.55285    
