LAMMPS (23 Jun 2022 - Update 4)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 4.04525 4.04525 4.04525
Created orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  1 by 1 by 2 MPI processor grid
Created 32 atoms
  using lattice units in orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  create_atoms CPU = 0.000 seconds
Reading eam/alloy potential file ./Al_mm.eam.fs with DATE: 2007-06-11
Temp                     Press                     Vol                     Etotal
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8.5
  ghost atom cutoff = 8.5
  binsize = 4.25, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.596 | 3.596 | 3.596 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng        c_mytemp      c_mypress        Volume    
    263000   263            745.66506     -106.16417      2.987928      -103.17624      745.66506     -2142.5188      555.69521    
    264000   264            700.60708     -106.08115      2.8073778     -103.27377      700.60708     -3962.9524      557.56772    
    265000   265            650.0391      -105.83392      2.6047486     -103.22917      650.0391      -1409.3923      557.41241    
    266000   266            555.51847     -105.4683       2.2259983     -103.24231      555.51847      2787.1589      556.85182    
    267000   267            749.04762     -106.20912      3.0014821     -103.20764      749.04762     -5925.0525      556.56009    
    268000   268            733.30409     -106.10415      2.9383968     -103.16575      733.30409      4904.5679      552.73597    
    269000   269            766.28122     -106.32741      3.0705383     -103.25687      766.28122     -2217.9471      554.05795    
    270000   270            763.30184     -106.32033      3.0585997     -103.26173      763.30184     -2251.0802      555.4347     
    271000   271            846.20545     -106.60712      3.3907998     -103.21632      846.20545     -7682.2965      556.92734    
    272000   272            699.41621     -106.0359       2.8026059     -103.23329      699.41621     -2639.2015      557.41242    
    273000   273            618.87265     -105.61448      2.4798626     -103.13461      618.87265      5089.8335      555.47994    
    274000   274            765.87231     -106.28288      3.0688998     -103.21398      765.87231     -2753.1425      554.84244    
    275000   275            708.31263     -106.08756      2.8382544     -103.24931      708.31263     -5664.6013      558.82209    
    276000   276            722.14916     -106.02553      2.8936983     -103.13183      722.14916     -3332.6057      557.1264     
    277000   277            553.71042     -105.45217      2.2187534     -103.23341      553.71042      9402.8777      553.15074    
    278000   278            786.12864     -106.38036      3.1500681     -103.23029      786.12864     -3678.3306      555.8196     
    279000   279            596.28425     -105.61712      2.3893494     -103.22777      596.28425      7464.6209      551.27287    
    280000   280            674.84874     -105.99827      2.7041624     -103.29411      674.84874      98.198631      554.81621    
    281000   281            769.98267     -106.27506      3.0853702     -103.18969      769.98267     -5833.7971      556.03193    
    282000   282            534.53639     -105.36261      2.1419218     -103.22069      534.53639      10233.123      550.50817    
    283000   283            663.82989     -105.84592      2.6600092     -103.18591      663.82989     -663.82784      555.32445    
    284000   284            851.73917     -106.66108      3.4129738     -103.24811      851.73917     -7486.4522      556.82854    
    285000   285            765.24196     -106.28506      3.0663739     -103.21869      765.24196     -1150.5727      553.68658    
    286000   286            529.58718     -105.36413      2.12209       -103.24204      529.58718      4845.8598      554.29363    
    287000   287            601.77629     -105.59284      2.4113564     -103.18149      601.77629      6807.5153      552.90668    
    288000   288            706.13969     -106.0105       2.8295473     -103.18095      706.13969     -26.754942      554.24594    
    289000   289            719.38218     -106.06967      2.8826108     -103.18706      719.38218     -3530.015       557.20843    
    290000   290            657.85299     -105.84103      2.6360594     -103.20497      657.85299     -4946.4822      558.82987    
    291000   291            774.90804     -106.33239      3.1051065     -103.22729      774.90804     -5970.491       558.17675    
    292000   292            672.80378     -105.87327      2.6959681     -103.17731      672.80378      4112.2156      553.49864    
    293000   293            792.71426     -106.38347      3.1764572     -103.20701      792.71426     -1309.9457      554.18719    
    294000   294            703.29317     -106.00744      2.8181411     -103.1893       703.29317     -4066.3423      556.33429    
    295000   295            617.38831     -105.71806      2.4739148     -103.24415      617.38831      3843.6257      554.80791    
    296000   296            667.81056     -105.84452      2.67596       -103.16856      667.81056     -8296.8028      560.69899    
    297000   297            778.3503      -106.33906      3.1188998     -103.22016      778.3503       2504.493       552.03959    
    298000   298            676.42574     -105.9531       2.7104816     -103.24261      676.42574     -1539.9113      555.64278    
    299000   299            833.02404     -106.51523      3.3379811     -103.17725      833.02404     -7658.7573      556.66436    
    300000   300            777.02902     -106.34656      3.1136054     -103.23295      777.02902     -346.36672      553.87435    
    301000   301            802.40443     -106.41611      3.2152863     -103.20082      802.40443     -4587.7454      555.97964    
    302000   302            664.34903     -105.87325      2.6620894     -103.21116      664.34903      1308.7491      555.2241     
    303000   303            618.82774     -105.67101      2.4796827     -103.19133      618.82774      1244.1172      555.01672    
    304000   304            635.53527     -105.72332      2.5466308     -103.17669      635.53527      871.92938      554.92918    
    305000   305            732.16143     -106.08477      2.9338181     -103.15095      732.16143      2343.7481      552.25699    
    306000   306            796.90854     -106.34262      3.1932639     -103.14936      796.90854     -1114.5831      553.41318    
    307000   307            710.19426     -106.05892      2.8457942     -103.21313      710.19426     -536.4092       554.10618    
    308000   308            596.17347     -105.63376      2.3889056     -103.24485      596.17347      6944.5566      552.27829    
    309000   309            969.30611     -107.08014      3.8840721     -103.19607      969.30611     -11662.177      557.79628    
    310000   310            683.66027     -106.02922      2.7394708     -103.28975      683.66027     -3096.4725      557.80051    
    311000   311            638.48836     -105.71873      2.5584641     -103.16027      638.48836     -3038.7936      557.35191    
    312000   312            654.32711     -105.81868      2.6219309     -103.19675      654.32711      1253.8188      555.07783    
    313000   313            628.14871     -105.77664      2.5170324     -103.25961      628.14871      1853.4214      555.35293    
    314000   314            866.02519     -106.66812      3.4702188     -103.1979       866.02519     -13349.5        559.93207    
    315000   315            826.24805     -106.46561      3.3108292     -103.15478      826.24805     -2660.7407      554.25359    
    316000   316            686.10126     -105.96907      2.749252      -103.21982      686.10126      2484.9424      552.27633    
    317000   317            685.26742     -106.01922      2.7459107     -103.27331      685.26742      24.994212      554.00288    
    318000   318            695.93477     -106.07342      2.7886555     -103.28476      695.93477      1956.0483      554.77632    
    319000   319            765.7613      -106.27055      3.0684549     -103.2021       765.7613       1337.9296      553.08895    
    320000   320            596.20853     -105.64843      2.389046      -103.25938      596.20853      2592.8676      553.09023    
    321000   321            687.36727     -106.01518      2.754325      -103.26085      687.36727      2315.3051      554.38621    
    322000   322            673.44344     -105.91124      2.6985313     -103.2127       673.44344      1609.4239      553.52411    
    323000   323            699.93727     -106.00112      2.8046938     -103.19643      699.93727      3611.7531      554.1034     
    324000   324            631.75407     -105.72896      2.5314793     -103.19748      631.75407      197.58119      553.777      
    325000   325            543.47689     -105.3594       2.177747      -103.18165      543.47689     -740.4343       558.50537    
    326000   326            878.92415     -106.7377       3.5219058     -103.21579      878.92415     -4723.4623      553.96008    
    327000   327            791.65505     -106.38433      3.1722129     -103.21211      791.65505     -63.867349      553.38496    
    328000   328            673.97168     -105.88675      2.700648      -103.1861       673.97168      1839.5319      554.81044    
    329000   329            558.18905     -105.51005      2.2366995     -103.27335      558.18905      3223.2762      554.94146    
    330000   330            758.44208     -106.15299      3.0391263     -103.11387      758.44208     -348.7488       555.47064    
    331000   331            831.21383     -106.49467      3.3307274     -103.16394      831.21383     -6964.4395      556.64175    
    332000   332            694.56976     -105.99355      2.7831858     -103.21037      694.56976     -781.03424      557.15886    
    333000   333            657.56868     -105.83606      2.6349201     -103.20114      657.56868      1802.7388      555.95961    
    334000   334            646.78774     -105.80243      2.5917202     -103.21071      646.78774      8707.1891      550.82012    
    335000   335            734.80724     -106.1504       2.94442       -103.20598      734.80724     -3661.0166      555.8722     
    336000   336            645.30922     -105.9324       2.5857957     -103.34661      645.30922     -3262.8914      556.72254    
    337000   337            734.36668     -106.17446      2.9426547     -103.23181      734.36668     -765.63855      553.51168    
    338000   338            671.33673     -105.92478      2.6900896     -103.23469      671.33673     -31.8782        555.45607    
    339000   339            688.24715     -105.95594      2.7578507     -103.19809      688.24715      3357.1926      553.2017     
    340000   340            721.19593     -106.10753      2.8898786     -103.21765      721.19593     -525.61348      555.25978    
    341000   341            834.55244     -106.57323      3.3441054     -103.22913      834.55244     -5368.7028      554.71553    
    342000   342            720.00053     -106.0667       2.8850886     -103.18161      720.00053      1842.5223      552.39377    
    343000   343            590.06489     -105.55283      2.3644281     -103.1884       590.06489     -242.80515      556.55656    
    344000   344            666.9909      -105.9668       2.6726755     -103.29413      666.9909      -562.95637      555.10701    
    345000   345            657.74134     -105.93682      2.635612      -103.3012       657.74134      1788.6061      553.16432    
    346000   346            738.95244     -106.1907       2.9610301     -103.22967      738.95244     -3824.6789      555.19869    
    347000   347            704.83455     -106.04836      2.8243175     -103.22405      704.83455      532.86911      553.05107    
    348000   348            690.11127     -106.00052      2.7653204     -103.2352       690.11127     -1103.9356      553.5848     
    349000   349            698.52915     -106.00821      2.7990514     -103.20916      698.52915      7845.437       550.15169    
    350000   350            650.41985     -105.85523      2.6062743     -103.24896      650.41985      6679.0192      551.64691    
    351000   351            724.87009     -106.17225      2.9046012     -103.26765      724.87009     -3941.2072      556.7655     
    352000   352            715.43631     -106.05513      2.8667994     -103.18833      715.43631     -3714.6128      555.82438    
    353000   353            606.85849     -105.70047      2.4317211     -103.26875      606.85849      4641.9807      554.29874    
    354000   354            692.20398     -106.03148      2.773706      -103.25778      692.20398      120.68207      555.88915    
    355000   355            903.07834     -106.8525       3.6186932     -103.23381      903.07834     -6566.4445      554.15189    
    356000   356            830.49407     -106.52245      3.3278433     -103.1946       830.49407     -3760.5076      555.01362    
    357000   357            736.10508     -106.08476      2.9496205     -103.13513      736.10508     -3082.987       556.23486    
    358000   358            836.62057     -106.58185      3.3523926     -103.22946      836.62057     -2673.6528      552.88279    
    359000   359            562.4504      -105.4859       2.253775      -103.23213      562.4504       9774.1916      552.3243     
    360000   360            760.3347      -106.26808      3.0467102     -103.22137      760.3347      -5877.6126      558.18429    
    361000   361            620.48686     -105.72362      2.4863309     -103.23729      620.48686      3382.5382      554.6869     
    362000   362            815.6184      -106.4744       3.2682355     -103.20616      815.6184       32.185126      552.68287    
    363000   363            602.7646      -105.63242      2.4153166     -103.2171       602.7646       1844.5081      556.03966    
    364000   364            761.70916     -106.15583      3.0522177     -103.10361      761.70916     -2961.942       557.01113    
    365000   365            829.4171      -106.57814      3.3235278     -103.25461      829.4171      -8211.8595      557.87704    
    366000   366            530.16782     -105.42766      2.1244167     -103.30325      530.16782      6853.1753      553.45424    
    367000   367            694.88743     -106.09882      2.7844587     -103.31436      694.88743      1312.2454      553.86549    
    368000   368            787.18382     -106.36171      3.1542963     -103.20742      787.18382     -3303.3545      554.61926    
    369000   369            932.46867     -106.92856      3.7364621     -103.1921       932.46867     -4940.2463      553.20316    
    370000   370            658.18261     -105.89767      2.6373802     -103.26029      658.18261      563.18476      555.18487    
    371000   371            617.59022     -105.65656      2.4747239     -103.18184      617.59022      2762.2635      552.92428    
    372000   372            805.03882     -106.39842      3.2258425     -103.17258      805.03882     -4410.4925      554.56588    
    373000   373            605.09586     -105.68927      2.4246582     -103.26462      605.09586      3300.3219      552.91487    
    374000   374            785.75839     -106.32527      3.1485846     -103.17668      785.75839     -1819.659       553.81306    
    375000   375            816.72966     -106.44771      3.2726884     -103.17503      816.72966     -6006.3552      554.70038    
    376000   376            698.43303     -106.03031      2.7986662     -103.23164      698.43303      2100.1559      553.1141     
    377000   377            783.38482     -106.35405      3.1390735     -103.21497      783.38482     -2707.377       554.86486    
    378000   378            531.79789     -105.36964      2.1309485     -103.23869      531.79789      13014.55       548.90634    
    379000   379            572.06659     -105.53785      2.2923077     -103.24554      572.06659      6891.7738      552.03181    
    380000   380            725.05877     -106.10272      2.9053572     -103.19736      725.05877     -150.6525       555.13064    
    381000   381            856.08876     -106.6375       3.4304029     -103.20709      856.08876      513.33915      551.19701    
    382000   382            718.57913     -106.10471      2.8793929     -103.22531      718.57913     -426.64324      554.58163    
    383000   383            703.96511     -105.98124      2.8208336     -103.16041      703.96511     -306.71352      555.04853    
    384000   384            635.05975     -105.68773      2.5447254     -103.14301      635.05975      2719.784       556.20153    
    385000   385            778.80498     -106.27406      3.1207218     -103.15333      778.80498     -6207.3282      557.33373    
    386000   386            643.96178     -105.75734      2.5803964     -103.17694      643.96178      3553.7147      554.00851    
    387000   387            653.34368     -105.86371      2.6179903     -103.24572      653.34368      8740.0026      551.13693    
    388000   388            737.09613     -106.10833      2.9535917     -103.15474      737.09613     -65.208033      555.99708    
    389000   389            743.9726      -106.12455      2.9811462     -103.1434       743.9726      -4430.8808      557.57254    
    390000   390            608.61658     -105.582        2.4387659     -103.14324      608.61658      2354.8704      555.74843    
    391000   391            485.8379      -105.18914      1.9467838     -103.24236      485.8379       2608.9923      556.32197    
    392000   392            572.69727     -105.54349      2.2948349     -103.24865      572.69727      2484.8171      554.49834    
    393000   393            770.81893     -106.31194      3.0887212     -103.22322      770.81893      3022.2788      551.89985    
    394000   394            589.5587      -105.63752      2.3623997     -103.27512      589.5587       3063.1213      553.90544    
    395000   395            676.86894     -105.95009      2.7122575     -103.23783      676.86894      169.375        554.04583    
    396000   396            746.93887     -106.14145      2.9930322     -103.14841      746.93887      3526.7031      552.46502    
    397000   397            796.97612     -106.44707      3.1935347     -103.25353      796.97612     -3476.9772      554.34864    
    398000   398            761.42297     -106.27238      3.0510709     -103.22131      761.42297     -6195.2352      557.5747     
    399000   399            950.07903     -106.94395      3.8070279     -103.13692      950.07903     -10659.388      557.62267    
    400000   400            781.55466     -106.32993      3.1317399     -103.19819      781.55466     -5300.8187      556.46269    
    401000   401            662.7734      -105.97626      2.6557758     -103.32048      662.7734      -2606.8614      555.95931    
    402000   402            629.60555     -105.75181      2.52287       -103.22894      629.60555      362.90363      554.93811    
    403000   403            622.1829      -105.77029      2.493127      -103.27716      622.1829       6460.4819      551.70058    
    404000   404            638.09404     -105.823        2.556884      -103.26611      638.09404      1852.3312      553.94406    
    405000   405            601.56303     -105.63885      2.4105019     -103.22835      601.56303      3362.5345      555.00594    
    406000   406            710.41293     -106.0454       2.8466704     -103.19873      710.41293      2340.7965      553.31715    
    407000   407            705.29713     -106.02748      2.8261711     -103.20131      705.29713      827.40418      554.41846    
    408000   408            680.57059     -105.8696       2.7270902     -103.14251      680.57059     -1381.7777      557.65067    
    409000   409            664.14122     -105.8376       2.6612567     -103.17634      664.14122      2353.6029      555.12196    
    410000   410            635.45545     -105.76964      2.546311      -103.22333      635.45545      6.8548632      557.74922    
    411000   411            629.93813     -105.7501       2.5242027     -103.2259       629.93813      2036.1471      555.47534    
    412000   412            659.92588     -105.77363      2.6443656     -103.12927      659.92588      1342.102       556.59735    
    413000   413            783.52901     -106.28199      3.1396513     -103.14234      783.52901     -1664.4038      554.85185    
    414000   414            794.9793      -106.36826      3.1855333     -103.18273      794.9793       3238.8764      549.81875    
    415000   415            648.68849     -105.81821      2.5993366     -103.21887      648.68849     -1112.1606      556.91198    
    416000   416            787.49513     -106.36011      3.1555438     -103.20457      787.49513     -8347.7375      556.84303    
    417000   417            607.16487     -105.70632      2.4329488     -103.27337      607.16487      3754.7117      554.55184    
    418000   418            728.50721     -106.16653      2.9191754     -103.24735      728.50721     -4177.3801      555.43239    
    419000   419            738.76162     -106.22985      2.9602655     -103.26958      738.76162     -3708.787       555.70001    
    420000   420            695.17962     -106.09329      2.7856296     -103.30766      695.17962      5050.2621      552.47073    
    421000   421            615.7483      -105.75581      2.4673432     -103.28846      615.7483      -1629.5689      556.17825    
    422000   422            662.21144     -105.8571       2.6535239     -103.20357      662.21144     -58.392291      555.38163    
    423000   423            636.94358     -105.74377      2.552274      -103.1915       636.94358      512.17273      556.33117    
    424000   424            857.72434     -106.59097      3.4369568     -103.15402      857.72434     -8849.438       557.68488    
    425000   425            657.77651     -105.88987      2.6357529     -103.25412      657.77651      5403.4194      550.65734    
    426000   426            761.26135     -106.21965      3.0504233     -103.16923      761.26135      1952.5682      553.31379    
    427000   427            642.38968     -105.81415      2.5740969     -103.24005      642.38968     -3017.8718      557.58994    
    428000   428            784.20664     -106.33591      3.1423666     -103.19354      784.20664     -577.89984      553.00524    
    429000   429            631.4365      -105.77964      2.5302068     -103.24944      631.4365       2856.4356      555.41452    
    430000   430            552.61345     -105.42281      2.2143577     -103.20845      552.61345      6917.5644      553.54481    
    431000   431            797.87658     -106.37975      3.1971429     -103.18261      797.87658     -1242.5623      555.12437    
    432000   432            746.58182     -106.12792      2.9916015     -103.13632      746.58182     -1169.0317      554.12426    
    433000   433            546.26076     -105.40933      2.1889021     -103.22042      546.26076      7124.2944      552.64438    
    434000   434            576.81267     -105.59009      2.3113256     -103.27876      576.81267      8044.5652      552.38798    
    435000   435            660.64641     -105.83189      2.6472528     -103.18464      660.64641     -3283.8377      556.50592    
    436000   436            764.19119     -106.23921      3.0621634     -103.17705      764.19119     -2487.7663      555.32065    
    437000   437            814.86638     -106.39994      3.2652222     -103.13472      814.86638     -6443.8999      557.46391    
    438000   438            788.15685     -106.33256      3.1581953     -103.17437      788.15685      1673.7355      552.42387    
    439000   439            666.28765     -105.94466      2.6698576     -103.2748       666.28765     -666.60281      555.0668     
    440000   440            757.30557     -106.18274      3.0345722     -103.14817      757.30557      3365.0037      552.21531    
    441000   441            761.14611     -106.25603      3.0499615     -103.20607      761.14611     -4521.5486      557.17766    
    442000   442            740.64033     -106.23915      2.9677936     -103.27136      740.64033     -2037.5496      555.7623     
    443000   443            641.3922      -105.79188      2.5700999     -103.22178      641.3922       7418.9381      551.31627    
    444000   444            764.13616     -106.24732      3.0619429     -103.18538      764.13616     -5353.3484      555.12654    
    445000   445            641.59854     -105.79703      2.5709267     -103.2261       641.59854      1393.9853      554.44043    
    446000   446            874.16774     -106.73323      3.5028465     -103.23038      874.16774     -3059.4247      553.97663    
    447000   447            654.32535     -105.86983      2.6219239     -103.24791      654.32535      1735.209       554.47705    
    448000   448            643.31035     -105.88294      2.577786      -103.30515      643.31035      6704.9027      552.1355     
    449000   449            957.57624     -106.95928      3.8370697     -103.12221      957.57624     -7916.4244      555.77752    
    450000   450            734.61587     -106.21319      2.9436532     -103.26954      734.61587      646.96396      553.85453    
    451000   451            726.78693     -106.12058      2.9122821     -103.2083       726.78693     -1757.1426      556.19445    
    452000   452            601.14664     -105.69283      2.4088333     -103.28399      601.14664      3098.6191      554.12614    
    453000   453            785.96861     -106.38258      3.1494269     -103.23315      785.96861     -744.49679      553.46497    
    454000   454            749.40789     -106.15597      3.0029258     -103.15304      749.40789     -1696.1622      554.49447    
    455000   455            762.90041     -106.27286      3.0569911     -103.21587      762.90041     -147.40228      553.11702    
    456000   456            634.27413     -105.71218      2.5415773     -103.1706       634.27413     -1561.4545      556.96922    
    457000   457            614.93108     -105.72604      2.4640685     -103.26197      614.93108      1848.4909      555.74163    
    458000   458            701.80808     -106.00796      2.8121902     -103.19577      701.80808     -560.08436      555.20657    
    459000   459            662.30265     -105.88932      2.6538894     -103.23543      662.30265     -1050.3489      554.99139    
    460000   460            743.60806     -106.2167       2.9796854     -103.23701      743.60806     -3749.053       555.85709    
    461000   461            732.93696     -106.07511      2.9369257     -103.13818      732.93696     -544.21857      554.59201    
    462000   462            679.00127     -105.90725      2.7208019     -103.18644      679.00127      2649.9697      554.33895    
    463000   463            728.57549     -106.14695      2.919449      -103.2275       728.57549     -2385.3405      555.18808    
    464000   464            843.76302     -106.59551      3.3810128     -103.21449      843.76302     -3508.682       553.94011    
    465000   465            640.23057     -105.71109      2.5654452     -103.14564      640.23057      2048.7867      554.83935    
    466000   466            679.71349     -105.93212      2.7236558     -103.20846      679.71349     -3246.082       558.66952    
    467000   467            713.9873      -106.05847      2.8609932     -103.19748      713.9873      -2434.835       555.41078    
    468000   468            696.5126      -105.99206      2.7909709     -103.20109      696.5126       2442.6242      552.1445     
    469000   469            714.57774     -106.03949      2.8633591     -103.17613      714.57774     -2542.7949      555.79483    
    470000   470            644.0717      -105.74339      2.5808368     -103.16255      644.0717       900.6299       555.52434    
    471000   471            660.8599      -105.92015      2.6481083     -103.27204      660.8599       1687.774       555.2315     
    472000   472            620.21687     -105.71944      2.485249      -103.23419      620.21687     -3859.7679      559.21162    
    473000   473            660.86627     -105.9208       2.6481338     -103.27267      660.86627      3621.3486      552.61284    
    474000   474            803.99345     -106.41121      3.2216536     -103.18956      803.99345     -505.96467      552.69574    
    475000   475            613.09621     -105.75848      2.4567161     -103.30177      613.09621     -431.96219      556.00129    
    476000   476            695.30047     -105.98149      2.7861138     -103.19538      695.30047      4971.0049      553.55302    
    477000   477            684.76648     -105.94203      2.7439035     -103.19813      684.76648     -6411.5319      558.6967     
    478000   478            718.00291     -105.96899      2.877084      -103.09191      718.00291      2596.8463      553.48812    
    479000   479            758.24408     -106.21375      3.0383329     -103.17541      758.24408      5954.7748      550.57473    
    480000   480            732.84596     -106.12535      2.936561      -103.18879      732.84596     -2691.7627      555.4714     
    481000   481            698.00202     -106.03707      2.7969391     -103.24013      698.00202      106.5801       554.79181    
    482000   482            553.97438     -105.49253      2.2198111     -103.27272      553.97438      5585.5613      554.5418     
    483000   483            740.3769      -106.14217      2.966738      -103.17543      740.3769      -3853.0382      557.60567    
    484000   484            629.97809     -105.70669      2.5243628     -103.18233      629.97809      902.08815      553.67049    
    485000   485            686.64108     -105.92434      2.7514151     -103.17292      686.64108      3621.7326      553.56457    
    486000   486            668.24622     -105.89567      2.6777057     -103.21797      668.24622     -4139.7193      557.87542    
    487000   487            629.43556     -105.69861      2.5221889     -103.17642      629.43556      3741.6033      554.55267    
    488000   488            732.49903     -106.09173      2.9351708     -103.15656      732.49903      3467.2729      551.64898    
    489000   489            744.40677     -106.1593       2.9828859     -103.17641      744.40677      8.7083581      554.50173    
    490000   490            680.05132     -105.88469      2.7250095     -103.15968      680.05132     -144.45257      556.60953    
    491000   491            820.37228     -106.43669      3.2872846     -103.1494       820.37228     -5404.9524      555.28639    
    492000   492            796.9218      -106.36321      3.193317      -103.16989      796.9218      -1086.2602      554.57451    
    493000   493            615.44774     -105.70558      2.4661388     -103.23944      615.44774      7968.5692      550.57135    
    494000   494            829.76674     -106.54024      3.3249288     -103.21531      829.76674     -1527.2935      553.10807    
    495000   495            637.61933     -105.74771      2.5549818     -103.19273      637.61933      16.57612       554.82927    
    496000   496            693.7289      -105.94145      2.7798164     -103.16163      693.7289       3970.177       552.59445    
    497000   497            681.8993      -105.91404      2.7324145     -103.18163      681.8993      -2683.0192      556.68327    
    498000   498            604.6787      -105.57764      2.4229866     -103.15465      604.6787       663.88667      557.50271    
    499000   499            641.32806     -105.77145      2.5698429     -103.2016       641.32806      5448.665       553.62533    
    500000   500            743.68172     -106.21146      2.9799806     -103.23148      743.68172     -3345.0911      556.34996    
    501000   501            672.96571     -105.89887      2.696617      -103.20225      672.96571      2835.8317      552.63583    
    502000   502            645.93987     -105.76764      2.5883227     -103.17931      645.93987     -1786.3326      555.9451     
    503000   503            763.01031     -106.26858      3.0574315     -103.21115      763.01031     -851.67938      554.08791    
    504000   504            728.27174     -106.13817      2.9182318     -103.21993      728.27174     -411.656        554.40989    
    505000   505            679.5257      -105.8949       2.7229033     -103.172        679.5257       6246.3008      551.6558     
    506000   506            645.74503     -105.78144      2.587542      -103.19389      645.74503     -3759.1907      558.94577    
    507000   507            657.52981     -105.82953      2.6347643     -103.19476      657.52981     -2531.8967      556.57861    
    508000   508            801.92246     -106.36373      3.213355      -103.15038      801.92246     -2354.3506      555.13171    
    509000   509            727.65307     -106.03167      2.9157528     -103.11592      727.65307     -3088.5661      557.94823    
    510000   510            582.04429     -105.55022      2.332289      -103.21793      582.04429      8847.9267      552.26331    
    511000   511            708.38813     -106.09324      2.8385569     -103.25469      708.38813     -2771.0968      556.35199    
    512000   512            755.99171     -106.28118      3.0293076     -103.25188      755.99171      3619.4103      551.37735    
    513000   513            711.98641     -106.05428      2.8529755     -103.20131      711.98641      1275.8289      554.13286    
    514000   514            559.92884     -105.5028       2.243671      -103.25913      559.92884      1663.1752      555.76746    
    515000   515            729.45113     -106.11135      2.9229577     -103.1884       729.45113     -1951.7426      555.43747    
    516000   516            758.75899     -106.26922      3.0403962     -103.22883      758.75899     -3423.8444      555.00684    
    517000   517            672.78755     -105.92006      2.6959031     -103.22415      672.78755      3832.4677      552.37418    
    518000   518            676.85665     -105.97792      2.7122082     -103.26571      676.85665      2114.6056      553.44205    
    519000   519            740.97158     -106.08588      2.9691209     -103.11676      740.97158      572.13109      553.95283    
    520000   520            688.35791     -105.96297      2.7582945     -103.20467      688.35791      1201.2368      555.341      
    521000   521            705.99159     -105.96909      2.8289538     -103.14013      705.99159     -3784.9494      557.6329     
    522000   522            771.35853     -106.25357      3.0908834     -103.16269      771.35853     -9503.4279      559.29213    
    523000   523            627.603       -105.6616       2.5148457     -103.14675      627.603       -3183.5226      558.27276    
    524000   524            663.61394     -105.79619      2.6591438     -103.13705      663.61394      4484.3595      553.1645     
    525000   525            726.52235     -106.18137      2.9112219     -103.27015      726.52235      3815.0394      552.61298    
    526000   526            702.96876     -106.06193      2.8168411     -103.24509      702.96876     -3377.155       556.37181    
    527000   527            821.08807     -106.44148      3.2901529     -103.15132      821.08807     -3289.0077      555.79217    
    528000   528            568.17597     -105.49388      2.2767177     -103.21716      568.17597      7674.373       551.73327    
    529000   529            716.277       -106.12223      2.8701681     -103.25206      716.277        2959.2775      552.26127    
    530000   530            733.38254     -106.07673      2.9387111     -103.13802      733.38254     -8097.3753      560.57922    
    531000   531            763.24947     -106.22072      3.0583898     -103.16233      763.24947     -10188.384      560.93997    
    532000   532            595.08401     -105.54893      2.38454       -103.16439      595.08401      7534.9816      551.7934     
    533000   533            819.24957     -106.45072      3.2827859     -103.16793      819.24957     -6949.8522      557.42549    
    534000   534            722.68422     -106.12786      2.8958423     -103.23202      722.68422      527.08332      554.44289    
    535000   535            599.20754     -105.62128      2.4010633     -103.22022      599.20754     -774.06283      556.52067    
    536000   536            716.09861     -106.12608      2.8694533     -103.25663      716.09861     -2594.2868      556.86626    
    537000   537            661.12809     -105.82805      2.6491829     -103.17887      661.12809      2770.0036      553.01116    
    538000   538            706.37272     -106.10723      2.830481      -103.27675      706.37272     -399.65375      554.9005     
    539000   539            625.27509     -105.78793      2.5055176     -103.28241      625.27509     -424.17414      555.83108    
    540000   540            729.94958     -106.18021      2.924955      -103.25525      729.94958      1400.7495      552.16187    
    541000   541            727.7515      -106.08138      2.9161472     -103.16523      727.7515       2115.8553      554.35554    
    542000   542            757.24412     -106.19665      3.034326      -103.16233      757.24412     -5632.2972      559.44928    
    543000   543            808.01538     -106.40309      3.2377697     -103.16532      808.01538     -6235.3882      556.69778    
    544000   544            651.69058     -105.80501      2.6113662     -103.19364      651.69058     -1334.298       556.6192     
    545000   545            719.98648     -106.12918      2.8850323     -103.24415      719.98648     -386.99693      554.73027    
    546000   546            774.24947     -106.22129      3.1024676     -103.11882      774.24947     -1074.1453      555.73903    
    547000   547            774.75531     -106.25396      3.1044945     -103.14947      774.75531      3660.5258      552.05402    
    548000   548            597.50769     -105.68988      2.3942519     -103.29562      597.50769      6891.8709      552.29538    
    549000   549            696.31674     -106.02744      2.7901861     -103.23726      696.31674     -1859.5355      556.55594    
    550000   550            660.1198      -105.8941       2.6451426     -103.24896      660.1198       751.57561      556.09278    
    551000   551            645.97126     -105.86537      2.5884485     -103.27692      645.97126      3716.6609      553.4277     
    552000   552            708.90713     -106.02306      2.8406366     -103.18243      708.90713     -785.70728      555.95033    
