LAMMPS (23 Jun 2022 - Update 4)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 4.04525 4.04525 4.04525
Created orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  1 by 1 by 2 MPI processor grid
Created 32 atoms
  using lattice units in orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  create_atoms CPU = 0.000 seconds
Reading eam/alloy potential file ./Al_mm.eam.fs with DATE: 2007-06-11
Running simulation at Pressure: 0 Pa
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8.5
  ghost atom cutoff = 8.5
  binsize = 4.25, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.221 | 3.221 | 3.221 Mbytes
   Step          Temp          Press          Volume         PotEng         KinEng         TotEng    
     29700   262.12907     -4330.0855      542.92319     -107.94536      1.0503681     -106.89499    
     29800   311.1929       5723.0938      538.6253      -107.69763      1.24697       -106.45066    
     29900   373.88331     -6904.9666      545.77298     -107.88895      1.4981745     -106.39077    
     30000   304.91814      5448.9958      537.87825     -107.84545      1.2218266     -106.62362    
     30100   311.11267     -5535.3537      543.021       -108.11309      1.2466485     -106.86644    
     30200   255.62442      7345.7471      535.8566      -107.91542      1.0243035     -106.89112    
     30300   276.15913     -5672.1576      544.2898      -107.91508      1.1065874     -106.8085     
     30400   307.7336       7190.6159      536.5432      -107.8465       1.2331084     -106.61339    
     30500   329.90034     -10646.333      548.27719     -107.73819      1.3219319     -106.41626    
     30600   372.82448      10467.18       535.78713     -107.69034      1.4939317     -106.19641    
     30700   308.73767     -10720.86       550.0191      -107.60348      1.2371318     -106.36635    
     30800   291.4007       16066.274      530.39515     -107.96617      1.1676614     -106.79851    
     30900   254.5568      -15534.623      550.01131     -107.93752      1.0200255     -106.91749    
     31000   297.03577      17670.549      529.1193      -107.95919      1.1902415     -106.76895    
     31100   301.66142     -19019.488      554.30644     -107.6591       1.2087768     -106.45033    
     31200   401.25401      19089.576      530.91128     -107.66643      1.6078507     -106.05858    
     31300   373.74195     -21140.133      555.98195     -107.74973      1.4976081     -106.25213    
     31400   324.92889      22835.174      527.83266     -107.74852      1.302011      -106.44651    
     31500   279.76436     -19977.29       554.01184     -107.81961      1.1210338     -106.69858    
     31600   289.70267      21946.674      526.68369     -107.978        1.1608573     -106.81714    
     31700   251.32046     -18803.701      552.52208     -107.88715      1.0070573     -106.88009    
     31800   315.515        20393.313      528.23779     -107.84945      1.264289      -106.58517    
     31900   370.06178     -20730.122      555.30744     -107.76388      1.4828614     -106.28101    
     32000   405.232        13856.199      532.6393      -107.91095      1.6237908     -106.28716    
     32100   270.06649     -13565.437      550.06898     -107.82802      1.0821739     -106.74585    
     32200   230.9234       19361.851      529.33843     -107.80555      0.92532497    -106.88022    
     32300   251.46664     -11569.96       548.57934     -107.83501      1.007643      -106.82737    
     32400   348.58144      10776.279      533.16032     -107.97474      1.3967883     -106.57795    
     32500   350.63583     -13799.638      550.33662     -107.7508       1.4050204     -106.34578    
     32600   424.16787      11320.35       535.96706     -107.60847      1.699668      -105.90881    
     32700   338.74933     -12005.147      552.08389     -107.50143      1.3573904     -106.14404    
     32800   305.21088      16065.338      531.63743     -107.83539      1.2229997     -106.61239    
     32900   264.27644     -12187.895      548.90178     -107.8318       1.0589727     -106.77283    
     33000   301.75132      13410.546      531.89316     -108.00831      1.209137      -106.79918    
     33100   275.41636     -11192.027      547.98954     -107.89395      1.1036111     -106.79034    
     33200   351.52217      10470.84       534.35276     -107.94271      1.408572      -106.53414    
     33300   384.20385     -12725.681      549.43752     -107.81019      1.5395296     -106.27066    
     33400   384.83641      7519.3205      535.782       -107.98964      1.5420643     -106.44757    
     33500   253.91441     -7464.8048      545.31287     -107.9349       1.0174514     -106.91745    
     33600   212.00472      12940.191      533.30282     -107.78718      0.84951658    -106.93766    
     33700   284.93241     -6724.727       545.52824     -107.91091      1.1417425     -106.76917    
     33800   360.41732      7892.8798      536.10515     -107.89279      1.4442155     -106.44858    
     33900   412.36801     -13503.209      548.9383      -108.00377      1.6523852     -106.35139    
     34000   264.72629      6986.8187      535.76508     -107.87667      1.0607753     -106.8159     
     34100   261.64665     -5698.5821      542.20342     -108.15044      1.048435      -107.102      
     34200   264.90668      6885.7733      535.50932     -108.0196       1.0614982     -106.9581     
     34300   284.71893     -4131.922       544.38162     -107.78783      1.1408871     -106.64695    
     34400   261.7884       8955.7398      537.64977     -107.54993      1.049003      -106.50092    
     34500   327.46379     -5560.1975      544.662       -107.92858      1.3121685     -106.61641    
     34600   292.73615      3085.6953      536.97069     -108.12328      1.1730126     -106.95027    
     34700   265.88118     -6689.3427      541.46037     -108.34874      1.0654031     -107.28334    
     34800   240.62097      3741.3252      536.25068     -108.12159      0.96418373    -107.1574     
     34900   261.10313     -3324.315       542.48643     -107.93116      1.0462571     -106.8849     
     35000   295.21656      4580.2965      538.2043      -107.84793      1.1829518     -106.66498    
     35100   297.55523     -2083.7205      543.19679     -107.80705      1.192323      -106.61473    
     35200   298.11968      5324.898       537.78923     -107.90745      1.1945848     -106.71287    
     35300   258.49689     -4564.9036      541.90953     -108.14688      1.0358137     -107.11107    
     35400   280.34508      2844.7496      535.909       -108.2992       1.1233608     -107.17584    
     35500   295.84243     -7383.6323      543.70617     -108.10321      1.1854597     -106.91775    
     35600   314.58246      3787.147       537.76459     -107.94794      1.2605522     -106.68738    
     35700   279.78899     -4078.2133      544.21233     -107.80908      1.1211325     -106.68795    
     35800   282.04028      9049.558       535.89471     -107.83005      1.1301536     -106.6999     
     35900   260.43358     -6214.3432      545.20678     -107.83578      1.0435742     -106.7922     
     36000   267.24404      8486.1696      533.78107     -108.07184      1.0708641     -107.00097    
     36100   260.32026     -11482.849      545.90483     -108.15537      1.0431201     -107.11225    
     36200   395.51027      6749.9737      533.18559     -108.42101      1.5848352     -106.83617    
     36300   289.81259     -13399.554      550.55714     -107.69534      1.1612978     -106.53404    
     36400   268.75672      19277.749      530.94571     -107.56507      1.0769255     -106.48815    
     36500   237.66434     -12928.711      550.74484     -107.62325      0.95233634    -106.67092    
     36600   324.61905      16433.509      528.97945     -108.1441       1.3007695     -106.84333    
     36700   225.30387     -18336.327      550.6956      -108.1063       0.90280714    -107.20349    
     36800   229.20797      19635.655      525.48152     -108.28548      0.91845113    -107.36703    
     36900   225.85016     -19136.662      551.53889     -108.0466       0.90499614    -107.14161    
     37000   344.93598      16797.345      528.15743     -108.26913      1.3821807     -106.88695    
     37100   245.50863     -16662.851      552.78111     -107.67788      0.98376889    -106.69411    
     37200   313.6711       20741.349      528.91053     -107.70984      1.2569003     -106.45294    
     37300   241.08483     -15766.896      553.10753     -107.43712      0.96604245    -106.47107    
     37400   314.62787      16865.97       529.09202     -108.07373      1.2607342     -106.813      
     37500   275.77878     -16109.066      548.86528     -108.21729      1.1050634     -107.11222    
     37600   321.66484      12714.758      530.15709     -108.26106      1.2889318     -106.97213    
     37700   300.8096      -14851.504      549.74424     -107.96825      1.2053635     -106.76289    
     37800   296.59894      13016.299      533.37607     -107.78803      1.1884911     -106.59954    
     37900   229.76315     -9017.4212      548.67411     -107.54763      0.92067575    -106.62696    
     38000   314.20285      13607.641      532.56746     -107.92703      1.2590311     -106.668      
     38100   308.55618     -11992.291      548.00724     -107.9922       1.2364045     -106.7558     
     38200   301.82728      11145.596      533.50119     -107.97216      1.2094414     -106.76271    
     38300   324.70577     -12252.397      547.93357     -108.07093      1.301117      -106.76981    
     38400   335.99023      8567.4332      534.35801     -108.0381       1.3463345     -106.69176    
     38500   324.38724     -9376.5246      546.85385     -107.94406      1.2998406     -106.64422    
     38600   254.83925      9953.7003      535.61431     -107.66273      1.0211573     -106.64157    
     38700   268.3796      -6061.8907      545.41823     -107.83154      1.0754144     -106.75613    
     38800   304.7564       7062.4108      535.0015      -108.13369      1.2211785     -106.91251    
     38900   279.2877      -7399.5248      543.71717     -108.17174      1.1191238     -107.05261    
     39000   284.95078      5843.1445      535.45907     -108.11593      1.1418161     -106.97411    
     39100   327.97086     -7597.7601      545.51609     -107.89578      1.3142004     -106.58157    
     39200   362.69772      3903.4192      538.42066     -107.8752       1.4533532     -106.42185    
     39300   333.37697     -6775.2855      544.902       -107.93607      1.335863      -106.60021    
     39400   232.88811      8509.6111      535.70985     -107.83065      0.93319766    -106.89745    
     39500   247.2086      -4269.6287      542.68734     -108.02632      0.9905808     -107.03574    
     39600   319.77438      6866.854       536.45984     -107.96399      1.2813566     -106.68263    
     39700   382.57008     -9422.4953      548.17954     -107.76951      1.532983      -106.23652    
     39800   323.01115      7086.1995      537.75186     -107.70486      1.2943265     -106.41054    
     39900   252.23077     -4860.17        544.21459     -107.81541      1.010705      -106.80471    
     40000   306.31222      5790.3232      535.45311     -108.16569      1.2274128     -106.93828    
     40100   307.87809     -7661.5757      544.211       -108.12438      1.2336873     -106.89069    
     40200   316.20985      8438.7747      537.03015     -107.72775      1.2670733     -106.46068    
     40300   317.94767     -6528.7357      547.37065     -107.56682      1.2740368     -106.29279    
     40400   300.25514      8325.19        536.8909      -107.66918      1.2031417     -106.46604    
     40500   350.3355      -9739.8799      546.19245     -108.066        1.4038169     -106.66219    
     40600   301.88587      6613.3234      536.03627     -107.95489      1.2096762     -106.74521    
     40700   325.5552      -7655.7968      544.70943     -108.10762      1.3045207     -106.8031     
     40800   283.74226      6114.1065      536.44755     -107.9201       1.1369735     -106.78313    
     40900   321.75682     -4105.6389      544.27996     -107.87308      1.2893003     -106.58378    
     41000   315.88789      5477.8804      538.86332     -107.64738      1.2657832     -106.38159    
     41100   315.72637     -4746.7621      544.44788     -107.80148      1.2651359     -106.53634    
     41200   279.27663      4391.441       537.18001     -108.00941      1.1190795     -106.89033    
     41300   288.74422     -5058.0682      542.10258     -108.14374      1.1570167     -106.98672    
     41400   310.17082      3479.9511      537.49249     -108.11823      1.2428745     -106.87535    
     41500   288.38514     -3453.5518      543.07133     -107.90005      1.1555778     -106.74447    
     41600   298.54151      3718.1237      538.04305     -107.9051       1.1962751     -106.70883    
     41700   270.41106     -3790.1091      543.27422     -107.813        1.0835546     -106.72944    
     41800   327.39788      3237.8427      537.52535     -108.07158      1.3119044     -106.75967    
     41900   288.84475     -5381.591       543.45046     -107.99439      1.1574196     -106.83697    
     42000   298.66488      5418.4795      536.00554     -108.1152       1.1967694     -106.91843    
     42100   264.09705     -5305.5578      543.80883     -107.93455      1.0582539     -106.87629    
     42200   364.11953      4197.9614      537.43598     -108.04777      1.4590504     -106.58872    
     42300   290.09822     -5648.6798      546.28566     -107.54284      1.1624423     -106.38039    
     42400   310.44004      8088.6233      536.45696     -107.75822      1.2439533     -106.51427    
     42500   205.18115     -5663.066       544.0586      -107.84974      0.82217409    -107.02757    
     42600   316.02378      6018.6626      534.54177     -108.27223      1.2663277     -107.0059     
     42700   308.92427     -8911.5914      545.36705     -108.05054      1.2378795     -106.81266    
     42800   357.50342      6599.4791      536.45168     -107.95659      1.4325393     -106.52405    
     42900   259.72493     -5612.7426      546.49618     -107.54868      1.0407345     -106.50794    
     43000   315.19289      7794.5543      535.91142     -107.91564      1.2629983     -106.65264    
     43100   214.95639     -8303.7331      544.15723     -108.05583      0.86134412    -107.19449    
     43200   270.84453      8868.0797      532.18241     -108.28447      1.0852915     -107.19918    
     43300   267.21409     -9839.0297      546.08613     -107.98164      1.0707441     -106.9109     
     43400   322.18046      11104.088      534.0948      -107.90617      1.2909979     -106.61517    
     43500   334.47435     -11974.642      548.92432     -107.87424      1.3402603     -106.53398    
     43600   342.26205      10737.869      533.55961     -107.98012      1.3714661     -106.60865    
     43700   246.39959     -11387.669      546.81187     -108.00589      0.98733907    -107.01855    
     43800   229.84392      13779.429      530.28755     -108.04979      0.9209994     -107.12879    
     43900   228.99215     -9912.6329      547.32004     -107.8637       0.9175863     -106.94611    
     44000   359.57943      9458.2377      533.35838     -108.11542      1.440858      -106.67456    
     44100   323.34706     -13528.308      548.63575     -107.94177      1.2956725     -106.6461     
     44200   337.96392      10291.558      533.56065     -108.0019       1.3542432     -106.64766    
     44300   239.56427     -9663.7615      547.39477     -107.72666      0.95994948    -106.76671    
     44400   244.97901      12558.749      531.78457     -107.9981       0.98164668    -107.01645    
     44500   219.5834      -9659.3439      545.16123     -108.05091      0.87988484    -107.17102    
     44600   306.72805      9316.9564      532.98549     -108.15548      1.2290791     -106.9264     
     44700   344.91252     -12278.996      548.28414     -107.94911      1.3820867     -106.56702    
     44800   385.90791      7647.3809      535.11372     -108.05318      1.5463579     -106.50682    
     44900   280.45062     -9465.3744      546.43871     -107.82107      1.1237837     -106.69729    
     45000   262.56148      9697.938       533.28178     -108.02698      1.0521008     -106.97488    
     45100   204.43941     -6255.4737      543.24137     -108.06955      0.81920191    -107.25035    
     45200   231.13346      6593.8733      533.32597     -108.31369      0.9261667     -107.38753    
     45300   264.32262     -6459.0029      542.96626     -108.13144      1.0591578     -107.07228    
     45400   336.45397      3844.4562      537.24342     -108.05818      1.3481928     -106.70999    
     45500   337.50469     -6539.9298      544.96514     -107.89996      1.3524031     -106.54756    
     45600   288.45289      4846.4762      538.66823     -107.67067      1.1558493     -106.51482    
     45700   301.24694     -5113.6812      543.37131     -107.93086      1.2071159     -106.72375    
     45800   220.9984       7249.2131      535.48663     -107.94493      0.88555485    -107.05937    
     45900   262.14608     -2944.5834      541.0378      -108.10954      1.0504362     -107.05911    
     46000   307.49286      3554.9594      537.81604     -107.98423      1.2321437     -106.75208    
     46100   366.63644     -7392.3502      544.59229     -107.99913      1.4691359     -106.53       
     46200   302.49319      5365.8679      537.60028     -107.81171      1.2121097     -106.5996     
     46300   259.7173      -4548.4468      543.98101     -107.8159       1.040704      -106.77519    
     46400   257.79576      6816.0792      535.92995     -107.9282       1.0330042     -106.89519    
     46500   278.09192     -4635.8629      542.44273     -108.09703      1.1143323     -106.9827     
     46600   328.81843      4103.7844      536.20538     -108.17635      1.3175967     -106.85876    
     46700   333.39275     -5583.5256      545.09539     -107.85392      1.3359263     -106.518      
     46800   325.88344      3089.988       540.14838     -107.63841      1.305836      -106.33258    
     46900   320.23887     -3964.3163      542.91763     -107.86389      1.2832178     -106.58067    
     47000   275.44385      3987.8687      536.43114     -108.06338      1.1037213     -106.95966    
     47100   249.34694     -3399.316       542.00301     -107.95357      0.99914928    -106.95442    
     47200   283.90908      4927.0415      537.29388     -107.9099       1.137642      -106.77226    
     47300   326.50369     -4693.0048      543.72427     -107.86824      1.3083213     -106.55991    
     47400   374.69529      3777.2333      538.61875     -107.92893      1.5014282     -106.4275     
     47500   283.25414     -4868.3708      545.12787     -107.66706      1.1350176     -106.53204    
     47600   288.57649      3747.8845      537.23585     -108.00833      1.1563446     -106.85199    
     47700   284.76298     -6009.8561      542.47965     -108.1876       1.1410636     -107.04653    
     47800   309.70662      5210.4117      536.17395     -108.1564       1.2410144     -106.91539    
     47900   295.55432     -3528.4844      544.5322      -107.70851      1.1843052     -106.52421    
     48000   290.6081       6885.9953      538.24818     -107.59169      1.1644854     -106.42721    
     48100   337.79161     -6198.0074      544.29128     -107.90619      1.3535528     -106.55264    
     48200   326.39391      2348.8227      537.81338     -108.03135      1.3078814     -106.72347    
     48300   325.83848     -7626.879       543.62377     -108.15211      1.3056558     -106.84645    
     48400   271.93907      5003.7134      536.54899     -107.96587      1.0896774     -106.87619    
     48500   274.85853     -1678.5497      543.72084     -107.69348      1.1013759     -106.5921     
     48600   327.33797      6179.9551      539.03487     -107.59197      1.3116644     -106.28031    
     48700   333.71964     -5671.1621      545.26245     -107.83082      1.3372361     -106.49358    
     48800   291.12285      3524.3649      537.588       -107.95333      1.166548      -106.78678    
     48900   274.88345     -5118.2642      542.7045      -107.989        1.1014757     -106.88753    
     49000   335.50688      2665.3215      537.38892     -108.16933      1.3443977     -106.82493    
     49100   359.67188     -5071.9214      544.41833     -107.93073      1.4412284     -106.4895     
     49200   395.03486      1779.1953      542.61968     -107.59513      1.5829302     -106.0122     
     49300   307.94612      1011.1168      542.51778     -107.57332      1.23396       -106.33936    
     49400   290.8879       3165.4174      539.17643     -107.82767      1.1656066     -106.66207    
     49500   293.22549     -3462.3911      541.82107     -108.01202      1.1749734     -106.83704    
     49600   293.8247       1341.3873      538.50252     -108.05504      1.1773745     -106.87767    
     49700   295.92806     -1859.0248      541.75952     -107.87241      1.1858028     -106.68661    
     49800   386.47028      51.364531      542.12649     -107.75702      1.5486113     -106.20841    
     49900   356.32486     -1630.6642      543.66091     -107.72452      1.4278167     -106.2967     
     50000   268.62435      5574.8012      538.54683     -107.72989      1.0763951     -106.65349    
Loop time of 2.61603 on 2 procs for 50000 steps with 32 atoms

Performance: 1651.354 ns/day, 0.015 hours/ns, 19112.899 timesteps/s
97.6% CPU use with 2 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1.7971     | 1.8708     | 1.9446     |   5.4 | 71.51
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.41065    | 0.48434    | 0.55802    |  10.6 | 18.51
Output  | 0.0022798  | 0.0043832  | 0.0064865  |   3.2 |  0.17
Modify  | 0.21255    | 0.21419    | 0.21582    |   0.4 |  8.19
Other   |            | 0.04229    |            |       |  1.62

Nlocal:             16 ave          16 max          16 min
Histogram: 2 0 0 0 0 0 0 0 0 0
Nghost:            914 ave         914 max         914 min
Histogram: 2 0 0 0 0 0 0 0 0 0
Neighs:           1120 ave        1314 max         926 min
Histogram: 1 0 0 0 0 0 0 0 0 1

Total # of neighbors = 2240
Ave neighs/atom = 70
Neighbor list builds = 0
Dangerous builds = 0
ERROR: Illegal variable command (src/src/variable.cpp:414)
Last command: variable T equal ${T} + ${T_step}
