Temp                     Press                     Vol                     Etotal
899.334651510141 -216.436145708014 563.441926917527 -3.16415927425068
923.663277526624 -194.705275773525 565.073335578532 -3.15510430854067
948.510361083186 -202.49093495877 566.067519123133 -3.1475037969468
974.284980964289 -156.430916617074 567.39185466635 -3.13888620585289
998.179827178881 -196.071730932844 568.888859904933 -3.13015108751021
1023.89291906336 -236.118243563106 570.656795799764 -3.12092210145738
1048.67878487441 -209.611969385538 571.353234546783 -3.11337774372673
1073.21441786358 -284.955691470687 572.78513109582 -3.10508168358212
1096.81667502415 -162.620444772528 574.368975865117 -3.09554385380679
1122.29346529065 -212.600396453928 576.032088095722 -3.08639704446387
1147.91570630501 -291.075121880295 579.277303298359 -3.0718789323742
1170.40965205789 -218.162468688011 580.038113844461 -3.06565703965171
1196.44697345492 -258.7334468016 583.429120601588 -3.04978790182235
1222.00545510911 -273.428161294911 616.864768145876 -2.94397582493819
1247.28666885442 -222.01155784141 619.153110618719 -2.93266694688455
1269.97663007923 -151.149112589517 619.728707368696 -2.93126444524253
1296.26929796829 -141.491377744261 625.233375422314 -2.91205550524546
1320.24290587205 -138.980813610057 623.436523630871 -2.91316285777548
1342.88805137872 -214.420030683863 624.934239026003 -2.90646209621986
1369.39203694415 -192.749970878747 625.803502300645 -2.90038283921032
1398.23977216855 -260.442559081621 627.436403696967 -2.89447644655215
1995.61713463061 -174.684853496097 677.035920298354 -2.71461495456119
1966.25456734853 -246.695639692411 675.763436860749 -2.72146944522853
1944.31629377373 -211.570102208281 679.237196531708 -2.72074956923899
1921.38538370079 -131.906130345402 674.791255592945 -2.7287116967134
1893.74569049798 -277.623964791504 674.368175559936 -2.73628114273104
1872.16691078969 -310.974971402159 668.876746641017 -2.74608154101464
1845.64974216924 -325.563964768019 668.12642061836 -2.75298639180301
1822.16040130933 -314.351552259878 666.715606645304 -2.7617445212355
1794.66337585462 -213.552265405955 661.104201437189 -2.76871450642279
1769.34961035773 -289.192856259668 660.0404432729 -2.77520696444891
1747.84321864348 -315.166704254235 655.048798607664 -2.78773373968047
1721.98637330663 -371.334498665045 656.173626951721 -2.78844434456533
1695.59470730451 -235.798018970351 656.389864812827 -2.79537248927112
1669.10061623118 -191.645772108679 648.805171049951 -2.81282633904932
1646.83679270452 -296.560801594366 650.486710455464 -2.81470421770353
1621.01588012236 -180.161697549855 648.213651993761 -2.81899068670276
1593.41577898426 -399.517078144466 646.520821957575 -2.82760845415912
1569.26839682807 -257.306950310047 645.046014947475 -2.83657993061465
1546.70679495551 -187.386854443821 643.125831354671 -2.83945582574574
1520.53007549057 -318.489524003456 639.444068683519 -2.85198885181519
1494.52317567128 -251.166625308527 635.941978911098 -2.86106997808115
