# Time-averaged data for fix 2
# TimeStep c_mytemp c_mypress v_vmyvol v_avgEtotal
10 1178.83 -983.366 571.168 -3.10018
20 1227.24 -1188.01 571.153 -3.1004
30 1198.21 657.55 571.125 -3.10087
40 1142.97 2626.93 571.116 -3.10148
50 1104.27 3340.36 571.161 -3.10208
60 1072.41 2778.53 571.272 -3.10259
70 1037.02 2983.7 571.442 -3.10294
80 1019.07 1840.46 571.668 -3.10311
90 1021.43 1453.16 571.932 -3.10308
100 1037.26 886.639 572.224 -3.10288
110 1079.79 -1606.18 572.527 -3.10258
120 1090.72 -1500.03 572.804 -3.10224
130 1079.44 -1561.78 573.051 -3.10193
140 1027.8 -97.4298 573.271 -3.10161
150 992.22 39.2028 573.488 -3.1012
160 1035.3 -1410.99 573.703 -3.10064
170 1147.29 -3809.25 573.889 -3.09998
180 1233.32 -4766.44 574.006 -3.09947
190 1229.8 -3502.27 574.036 -3.09934
200 1158.3 -980.361 574.006 -3.09954
210 1079.89 852.24 573.961 -3.09984
220 998.61 3351.96 573.939 -3.10003
230 933.266 5083.8 573.987 -3.09999
240 920.576 5919.06 574.136 -3.09964
250 1002.63 4808.31 574.399 -3.09901
260 1131.88 2185.05 574.754 -3.09819
270 1221.43 -1113.85 575.149 -3.09747
280 1226.18 -2323.96 575.524 -3.09708
290 1164.96 -1825.51 575.856 -3.09706
300 1073.51 -412.275 576.153 -3.09719
310 979.31 686.939 576.442 -3.09724
320 930.069 1213.38 576.742 -3.09705
330 954.349 1360.15 577.065 -3.09657
340 1014.26 -632.265 577.411 -3.09584
350 1035.17 -2666.18 577.742 -3.09497
360 1021.62 -3810.07 578.021 -3.09404
370 1075.44 -5986.58 578.223 -3.09309
380 1165.58 -8045.63 578.308 -3.09216
390 1228.07 -9813.51 578.238 -3.09148
400 1218.38 -10124.1 577.982 -3.09123
410 1154.49 -7836.24 577.54 -3.09133
420 1119.93 -5077.64 576.958 -3.09156
430 1174.88 -5995.1 576.284 -3.09184
440 1246.06 -6292.46 575.511 -3.09233
450 1248.93 -3547.98 574.64 -3.09314
460 1180.72 795.71 573.724 -3.09412
470 1103.26 2948.44 572.841 -3.09506
480 1042.66 4813.12 572.038 -3.09579
490 1085.5 3745.63 571.342 -3.09631
500 1158.58 1219.59 570.732 -3.0968
510 1133.03 1663.42 570.168 -3.09735
520 1036.79 3102.56 569.653 -3.09784
530 977.31 3445.51 569.209 -3.0981
540 1000.4 4542.77 568.845 -3.09808
550 1093.9 4997.72 568.578 -3.09785
560 1249.62 3839.27 568.413 -3.09765
570 1418.11 290.868 568.326 -3.09792
580 1443.01 49.6481 568.259 -3.09908
590 1337.66 2115.62 568.203 -3.10101
600 1203.3 4009.83 568.195 -3.10316
610 1097.26 6486.49 568.27 -3.1051
620 1009.2 8471.16 568.473 -3.10666
630 917.049 9970.82 568.838 -3.10774
640 845.275 11866 569.395 -3.1083
650 857.277 11661.3 570.171 -3.10842
660 931.413 10019.5 571.164 -3.10813
670 1044.49 4299.63 572.333 -3.10748
680 1087.06 128.662 573.578 -3.10662
690 1036.16 -1037.23 574.816 -3.10578
700 918.13 -97.7303 576.025 -3.10496
710 817.569 1581.53 577.221 -3.10405
720 828.443 562.57 578.43 -3.10285
730 971.631 -4119.6 579.631 -3.10118
740 1185.29 -10688.7 580.733 -3.09907
750 1358.71 -15054.3 581.614 -3.0971
760 1379.43 -15529.8 582.192 -3.096
770 1221.17 -11200 582.464 -3.09587
780 987.934 -4053.17 582.516 -3.09608
790 874.005 -805.038 582.485 -3.09605
800 975.736 -4483.79 582.428 -3.09564
810 1147.44 -9217.37 582.286 -3.09499
820 1206.43 -10763.6 581.971 -3.09449
830 1087.33 -6511.96 581.461 -3.09431
840 907.417 -184.233 580.838 -3.09411
850 819.935 2527.67 580.219 -3.09358
860 883.462 649.514 579.657 -3.09266
870 1021.78 -2981.02 579.119 -3.09137
880 1132.94 -5756.15 578.537 -3.08997
890 1178.99 -5274.28 577.861 -3.08876
900 1153.29 -2691.07 577.101 -3.08788
910 1103.97 1387.79 576.31 -3.08723
920 1129.51 1446.5 575.556 -3.08667
930 1199.63 149.337 574.848 -3.08627
940 1251.42 -1208.61 574.159 -3.08617
950 1247.69 -697.453 573.467 -3.08648
960 1185.11 3097.35 572.784 -3.08708
970 1109.54 5938.67 572.177 -3.08771
980 1065.12 6478.31 571.696 -3.08826
990 1043.37 7592.86 571.355 -3.08864
1000 1043.11 6867.75 571.169 -3.08886
1010 1012.61 7379.47 571.125 -3.08894
1020 990.178 7745.59 571.229 -3.08884
1030 1022.51 6536.77 571.483 -3.08856
1040 1082.74 5585.27 571.866 -3.08814
1050 1179.59 2591.96 572.353 -3.08773
1060 1316.28 -2391.56 572.885 -3.08753
1070 1432.63 -6416.12 573.37 -3.08793
1080 1461.03 -8325.5 573.733 -3.08928
1090 1387.08 -6889.38 573.94 -3.09148
1100 1248.93 -4369 574.017 -3.09403
1110 1076.13 -1071.31 574.014 -3.09633
1120 921.437 1305.02 573.994 -3.09797
1130 849.42 2950.48 574.003 -3.09887
1140 932.903 1551.9 574.069 -3.09922
1150 1110.78 -962.286 574.165 -3.09923
1160 1213.04 -1592.21 574.25 -3.09926
1170 1184 -1260.48 574.31 -3.09953
1180 1092.49 21.3318 574.351 -3.09992
1190 1056.26 -844.984 574.393 -3.10025
1200 1088.35 -1833.88 574.422 -3.10045
1210 1129.07 -2259.01 574.422 -3.1006
1220 1113.15 -1212.07 574.384 -3.10079
1230 1049.65 914.001 574.33 -3.10097
1240 981.314 1888.87 574.297 -3.101
1250 965.574 2377.3 574.307 -3.10079
1260 1033.73 -1063.28 574.36 -3.10035
1270 1114.1 -3993.93 574.397 -3.09978
1280 1161.88 -6446.66 574.361 -3.09929
1290 1168.36 -5064.75 574.212 -3.09902
1300 1149.89 -2673.76 573.972 -3.09894
1310 1118.34 -1555.73 573.687 -3.09899
1320 1110.53 -3431.05 573.375 -3.09908
1330 1148.87 -4907.77 573.008 -3.09922
1340 1215.17 -5237.54 572.557 -3.09949
1350 1253.18 -3009.59 572.022 -3.10004
1360 1221.18 738.812 571.444 -3.10087
1370 1141.2 4746.52 570.896 -3.1018
1380 1072.59 6348.03 570.45 -3.10263
1390 1032.01 6929.93 570.136 -3.10326
1400 988.344 8651.03 569.968 -3.10365
1410 934.933 10459.7 569.973 -3.10377
1420 861.191 12061 570.184 -3.10359
1430 780.315 13387.6 570.629 -3.10311
1440 777.082 12119.4 571.326 -3.10229
1450 852.424 9625.57 572.251 -3.10104
1460 958.744 6012.69 573.352 -3.09936
1470 1035.19 3863.38 574.564 -3.09743
1480 1064.08 3278.32 575.844 -3.09552
1490 1063.38 2803.33 577.178 -3.0938
1500 1067.19 1328.41 578.554 -3.09225
1510 1108.35 -3324.95 579.938 -3.09077
1520 1178.24 -8714.66 581.243 -3.08934
1530 1245.79 -13135.8 582.362 -3.08815
1540 1279.14 -14500.1 583.212 -3.08745
1550 1245.66 -13781.5 583.768 -3.08734
1560 1127.75 -9919.08 584.047 -3.08766
1570 985.052 -4253.21 584.131 -3.08798
1580 980.299 -4407.93 584.121 -3.08805
1590 1060.31 -7519.66 584.023 -3.08787
1600 1163.93 -11243.4 583.776 -3.08766
1610 1243.21 -12525.9 583.316 -3.08769
1620 1249.41 -10620.1 582.621 -3.08814
1630 1151.66 -8382.45 581.73 -3.08889
1640 1013.15 -6381.05 580.69 -3.0896
1650 948.747 -3593.37 579.546 -3.08997
1660 1024.41 -2473.21 578.351 -3.08999
1670 1151.43 -2644.65 577.13 -3.08985
1680 1222.13 -2374.07 575.883 -3.08983
1690 1224.22 -2306.33 574.616 -3.09012
1700 1196.64 -307.338 573.335 -3.09065
1710 1175.97 2265.13 572.075 -3.0913
1720 1154.43 5256.24 570.887 -3.09197
1730 1121.39 7704.01 569.826 -3.0926
1740 1091.24 9730 568.934 -3.09315
1750 1066.45 12641 568.251 -3.09357
1760 1034.1 14543.1 567.825 -3.09387
1770 996.676 14850.1 567.685 -3.09402
1780 1005.22 12928.1 567.833 -3.09401
1790 1088.46 8311.24 568.226 -3.09387
1800 1187.66 4654.37 568.78 -3.0937
1810 1242.22 1424.29 569.421 -3.09374
1820 1247.2 200.881 570.09 -3.0941
1830 1253.42 -60.4707 570.76 -3.09481
1840 1259.33 518.577 571.428 -3.09584
1850 1193.68 1495.27 572.102 -3.09713
1860 1032.56 1709.68 572.8 -3.09834
1870 885.855 1883.64 573.528 -3.0991
1880 888.214 421.726 574.283 -3.09934
1890 1017.65 -2053.54 575.039 -3.09913
1900 1178 -5897.94 575.746 -3.09871
1910 1282.13 -8867.98 576.335 -3.09846
1920 1304.24 -11104.5 576.746 -3.0987
1930 1239.32 -9850.09 576.944 -3.09946
1940 1099.13 -4357.75 576.958 -3.10042
1950 949.874 930.712 576.89 -3.10114
1960 869.611 3688.08 576.841 -3.10141
1970 897.448 3556.66 576.866 -3.10123
1980 1013.68 -310.916 576.958 -3.10068
1990 1122.03 -3436.72 577.049 -3.09994
2000 1148.03 -3850.95 577.079 -3.0993
2010 1071.53 -2058.58 577.043 -3.09884
2020 976.941 -989.135 576.97 -3.09841
2030 984.699 -1918.76 576.879 -3.09782
2040 1130.95 -5418.42 576.752 -3.09707
2050 1304.76 -7851.34 576.527 -3.09643
2060 1349.91 -7421.38 576.16 -3.0964
2070 1177.26 -2880.65 575.668 -3.09696
2080 906.544 1704.42 575.13 -3.09748
2090 775.413 4910.24 574.637 -3.09748
2100 900.783 1376.73 574.239 -3.09697
2110 1142.76 -4154.53 573.876 -3.09606
2120 1328.44 -8549.52 573.444 -3.09525
2130 1384.6 -9439.15 572.863 -3.09516
2140 1323.87 -7312.44 572.119 -3.09588
2150 1189.9 -3604.31 571.253 -3.09703
2160 1044.74 1466.29 570.339 -3.09807
2170 968.341 6979.19 569.473 -3.09867
2180 1057.19 7489.63 568.752 -3.09892
2190 1129.42 7007.57 568.19 -3.09906
2200 1119.49 7457.99 567.777 -3.09925
2210 1196.62 4519.12 567.512 -3.09949
2220 1425.54 -1890.23 567.337 -3.10013
2230 1507.7 -4115.5 567.143 -3.10171
2240 1412.23 -1805.15 566.887 -3.10428
2250 1222.3 4120.85 566.611 -3.10708
2260 1042.12 10841.1 566.426 -3.1094
2270 967.896 13095.8 566.447 -3.1111
2280 912.155 14966.4 566.721 -3.11227
2290 825.829 16948.9 567.283 -3.11296
2300 793.267 14942.6 568.157 -3.11319
2310 826.12 11708.2 569.31 -3.11293
2320 909.965 8451.53 570.677 -3.1122
2330 1010.48 5476.88 572.197 -3.11108
2340 1085.25 1569.79 573.807 -3.10975
2350 1100.6 -2333.87 575.435 -3.1084
2360 1062.51 -4509.66 577.004 -3.10714
2370 1036.74 -6550.24 578.471 -3.10596
2380 1094.87 -11860.6 579.786 -3.10473
2390 1168.01 -14116.7 580.861 -3.10351
2400 1262.01 -16865.2 581.641 -3.10262
2410 1270.08 -17887.9 582.08 -3.10226
2420 1209.69 -17274.6 582.162 -3.10248
2430 1133.36 -14124 581.905 -3.10302
2440 1078.1 -9843.07 581.375 -3.1036
2450 1043.85 -6683.96 580.659 -3.10405
2460 1010.22 -4596.64 579.824 -3.1043
2470 968.807 -1206.96 578.917 -3.1043
2480 912.191 2543.82 578.007 -3.10398
2490 871.323 3478.95 577.162 -3.10332
2500 864.772 2654.47 576.4 -3.10235
2510 893.714 2157.5 575.707 -3.10108
2520 933.757 1722.06 575.071 -3.09954
2530 971.198 1722.67 574.485 -3.09783
2540 1017.11 1422.49 573.945 -3.09605
2550 1091.8 1615.6 573.448 -3.09425
2560 1200.16 -411.981 572.991 -3.09258
2570 1259.25 -1348.18 572.54 -3.09131
2580 1255.03 -852.242 572.078 -3.0906
2590 1239.06 -1911.55 571.61 -3.09039
2600 1284.68 -3683.4 571.116 -3.09063
2610 1354.59 -3363.71 570.568 -3.0914
2620 1321.92 -169.021 569.974 -3.09274
2630 1152.13 6682.52 569.399 -3.09429
2640 986.982 12105.9 568.964 -3.09549
2650 928.154 13808.5 568.766 -3.09623
2660 923.607 15064.7 568.841 -3.09658
2670 943.386 14492.1 569.206 -3.09662
2680 972.596 11880.5 569.845 -3.09642
2690 1005.14 8287.3 570.708 -3.096
2700 1031.54 4862.99 571.724 -3.09541
2710 1072.14 2684.67 572.83 -3.09469
2720 1179.62 -1283.52 573.975 -3.09394
2730 1247.85 -5335.7 575.086 -3.09334
2740 1221.52 -8868.61 576.083 -3.09309
2750 1166.44 -10370.3 576.902 -3.09314
2760 1167.94 -11527.2 577.51 -3.09336
2770 1226.89 -12358.4 577.888 -3.09378
2780 1274.83 -12336.9 578.021 -3.09455
2790 1233.85 -10209.3 577.918 -3.09569
2800 1149.48 -6959.68 577.621 -3.09698
2810 1089.19 -5207.28 577.193 -3.09816
2820 1038.92 -1730.04 576.679 -3.0991
2830 993.884 409.764 576.139 -3.09972
2840 984.484 -447.71 575.616 -3.10002
2850 973.785 -292.604 575.099 -3.10004
2860 984.653 864.579 574.589 -3.0998
2870 1016.28 1035.46 574.108 -3.09934
2880 1041.37 346.199 573.657 -3.09875
2890 1069.47 408.509 573.226 -3.09809
2900 1150.43 -486.397 572.812 -3.09744
2910 1275.25 -3207.46 572.398 -3.097
2920 1349.06 -4668.63 571.936 -3.09707
2930 1365.08 -6687.92 571.395 -3.09786
2940 1317.85 -7061.14 570.741 -3.09931
2950 1217.67 -3371.49 569.974 -3.10107
2960 1102.04 2703.79 569.164 -3.10268
2970 996.153 9476.23 568.425 -3.10385
2980 933.709 13948.1 567.88 -3.1045
2990 956.935 12069.6 567.604 -3.10478
3000 999.4 7783.87 567.564 -3.10479
3010 1065.52 4459.15 567.679 -3.1046
3020 1167.76 1710.14 567.884 -3.10437
3030 1206.34 1949.51 568.129 -3.10431
3040 1135.61 2334.42 568.413 -3.1045
3050 1019.01 4219.24 568.746 -3.10472
3060 959.107 5043.41 569.158 -3.10477
3070 986.864 4317.71 569.663 -3.10455
3080 1083 2673.38 570.249 -3.10412
3090 1227.65 -3529.23 570.874 -3.10364
3100 1330.62 -7751.75 571.432 -3.10346
3110 1328.89 -8215.69 571.844 -3.1039
3120 1207.88 -5198.7 572.103 -3.10486
3130 1051.41 -1224.24 572.264 -3.10585
3140 971.198 2331.69 572.403 -3.10655
3150 978.223 3917.57 572.587 -3.1069
3160 1012.17 2434.41 572.844 -3.10696
3170 1027.8 -513.521 573.147 -3.10681
3180 1028.14 -1358.22 573.444 -3.1065
3190 1034.27 -798.352 573.717 -3.10609
3200 1049.18 -1277.77 573.974 -3.10558
3210 1061.7 -3360.89 574.204 -3.10502
3220 1051.26 -3238.38 574.374 -3.10443
3230 1046.28 -3127.06 574.483 -3.10383
3240 1059.74 -3284.99 574.533 -3.10319
3250 1088.2 -3249.64 574.524 -3.10254
3260 1130.97 -3303.21 574.455 -3.10195
3270 1157.48 -3661.22 574.327 -3.10149
3280 1139.27 -2563.51 574.138 -3.10123
3290 1076.17 -1392.82 573.906 -3.10108
3300 1024.48 -417.014 573.655 -3.10091
3310 1028.06 -767.18 573.401 -3.10061
3320 1080.74 396.645 573.144 -3.10019
3330 1163.94 2131.48 572.905 -3.09977
3340 1200.19 3379.91 572.715 -3.09953
3350 1140.73 4039.11 572.598 -3.09954
3360 1029.57 3414.24 572.563 -3.09963
3370 945.096 4253.1 572.604 -3.09957
3380 925.958 4239.06 572.73 -3.09923
3390 956.195 3457.31 572.939 -3.09861
3400 1021.61 2678.4 573.218 -3.09775
3410 1120.69 1186.86 573.548 -3.09678
3420 1218.81 5.11389 573.903 -3.09591
3430 1246.76 -628.529 574.259 -3.09541
3440 1148.27 1320.48 574.608 -3.09531
3450 976.381 4516.19 574.986 -3.09535
3460 850.701 6923.31 575.451 -3.0952
3470 813.78 7697.04 576.047 -3.09471
3480 807.089 7368.72 576.789 -3.09384
3490 808.195 5271.26 577.668 -3.0926
3500 855.337 3092.35 578.645 -3.09099
3510 997.341 -770.599 579.672 -3.08897
3520 1116.14 -3677.23 580.677 -3.08666
3530 1108.85 -3121.35 581.607 -3.08458
3540 1078.03 -4333.22 582.464 -3.08287
3550 1126.16 -8014.97 583.222 -3.08134
3560 1194.38 -10788.7 583.816 -3.08001
3570 1264.82 -13459.1 584.189 -3.07907
3580 1302.32 -15499.3 584.292 -3.07871
3590 1283.21 -16065.1 584.086 -3.07902
3600 1213.89 -13492.7 583.57 -3.07984
3610 1134.57 -8815.82 582.799 -3.08081
3620 1121.84 -5418.54 581.865 -3.0817
3630 1150.72 -5208.41 580.835 -3.08254
3640 1130.84 -4814.57 579.725 -3.08338
3650 1123.63 -5112.91 578.54 -3.0842
3660 1143.04 -3931.96 577.281 -3.08499
3670 1135.87 -1853.95 575.971 -3.08576
3680 1062.02 4173.35 574.659 -3.08637
3690 961.029 9815.2 573.454 -3.08661
3700 941.986 12275.1 572.46 -3.08646
3710 1061.68 11138.7 571.719 -3.08605
3720 1259.83 7639.9 571.207 -3.08566
