Temp                     Press                     Vol                     Etotal
899.11232459332 -191.563384533093 564.030170080501 -3.16291242485861
923.784543621901 -253.567490409354 564.620413956163 -3.15660538911653
948.720554739684 -152.803724615942 566.460248843076 -3.14643930492007
973.405440304609 -234.644282145796 567.593757019596 -3.13823462357105
997.509299138777 -254.001015458794 568.861919893197 -3.13084512108351
1022.68631242094 -168.588209991818 570.403180360454 -3.12078403958599
1048.17456177603 -166.935208855454 571.436698503201 -3.11352357410866
1073.57381619964 -269.821541520649 572.855100748662 -3.10423193000846
1097.24221123615 -265.447301810897 574.957972056582 -3.09488192490601
1123.34436949955 -179.013976584814 575.827248201825 -3.08691794218048
1147.66580039555 -272.62585704258 579.104141635706 -3.07254962709232
1172.34085780675 -247.27960605265 579.859025044734 -3.066346020803
1198.95163190119 -232.683319702903 581.303587332134 -3.05706603336893
1219.34753213837 -267.872638955757 584.50818848244 -3.04321401465719
1241.51541450255 -283.628450610255 589.979619529268 -3.02280731875615
1271.77595335624 -138.321230144536 621.79307262423 -2.92541602717622
1295.69344679584 -183.335502941383 622.037464839675 -2.92164707817224
1320.64526110661 -160.96290203566 625.257216507196 -2.90778399956236
1344.69243660379 -130.657086997014 625.349961025299 -2.90694148813332
1371.84720488149 -86.8851260027823 626.199936786631 -2.89789381993585
1394.26456526585 -287.208866120101 629.34980463544 -2.88919030593746
1396.48221643254 -254.393718942994 629.670753559907 -2.88905316313276
1372.42606721515 30.1376581733479 625.23179296228 -2.90087297720651
1345.64000833615 -242.937610702825 624.573288864278 -2.90579602358147
1320.47297813958 -194.527647542892 624.82988598074 -2.91082351660588
1293.38943887292 -226.63009768977 622.602242461616 -2.91986162375519
1266.32742303194 -113.876289640567 621.588906640969 -2.92569279734948
1243.88312154228 -243.778826297645 619.548580918005 -2.93664788340367
1219.88970994957 -77.6072699539762 615.638307797358 -2.94564522486786
1193.823228302 -156.242248613228 614.724553055253 -2.95081554514776
1170.0021002794 -246.014459223101 613.151542490635 -2.96044523979667
1145.8710782442 -201.164234632746 611.454480433556 -2.96867324894462
1121.52914016258 -119.069880671692 608.57236620854 -2.98051085752086
1094.85318642092 -226.583807410128 608.733565446071 -2.98207574513568
1071.0683066111 -285.658254419279 607.111313120015 -2.99403036120593
1045.62357173747 -109.849108324959 605.150438034288 -2.99947193086516
1023.39957322855 -228.255519465361 570.608940761293 -3.12033504074939
998.755040759095 -163.5338724368 568.674190425319 -3.13042335932066
973.343195813443 -235.467420974716 567.812918680611 -3.13802079670364
948.243706390545 -176.917087407302 566.255190894293 -3.14733173628414
923.470149604782 -193.670545529355 565.019706895072 -3.15513775539321
899.469599908469 -230.961145827534 563.6316455789 -3.16388390720657
