Temp                     Press                     Vol                     Etotal
899.585877292948 199738.575601458 462.1969517963 -3.06205159003176
924.654988502773 199740.11879192 461.83544849629 -3.05314545752396
949.258814364668 199762.176240134 461.565386137701 -3.0452931623813
974.179607166386 199753.92257689 461.83218642959 -3.03933917002428
999.605673797605 199708.27685914 461.479806892637 -3.03155116354361
1024.34856494953 199679.613438917 460.942914802314 -3.02091747630201
1048.57816550199 199623.226184159 461.85302922225 -3.01901833963285
1074.2412867014 199716.398872801 462.333979499204 -3.01495774739551
1098.63092741986 199665.189343351 462.370791702752 -3.00710845031353
1124.20319776089 199693.017567586 462.169974009848 -2.99976251051333
1149.14791799669 199657.704552816 461.86657132675 -2.99070658823825
1174.28507402403 199716.41503979 461.779294727973 -2.98544076901866
1199.21567397294 199682.47588523 462.416912005357 -2.98009842958831
1224.29652762105 199619.479019932 463.031220473861 -2.97566436967589
1249.03787013307 199665.611913973 462.720773332385 -2.96685092167531
1272.88286339107 199651.182161102 462.40829453622 -2.95760449002635
1298.79529609484 199625.275704388 462.21608988509 -2.95111890356197
1324.2939140863 199703.19842524 462.718840776785 -2.94756047454838
1347.99073428694 199603.20838552 463.255849154901 -2.9416150087814
1373.87694378823 199608.944166004 463.181350003186 -2.93352785345878
1398.50109075019 199631.846015191 463.132346983464 -2.92698603518445
1993.38010462448 -108.128112090606 686.605242247622 -2.7035971117723
1967.59323185293 -23.874017972017 673.138560689487 -2.72629358107798
1944.85311005073 -394.238552235303 678.188587523828 -2.72487583834238
1912.2757416614 -381.39851848747 669.4846115517 -2.74201635799372
1894.28886653925 -236.281068565396 668.512814495096 -2.74278658775355
1872.17965150803 -303.704186372293 667.622899121097 -2.75151027313132
1847.90004835455 -252.938643378874 665.571773138235 -2.75945285608209
1818.55384709313 -148.59245696773 665.023018438361 -2.76006664419375
1794.93613936962 -258.860262414648 667.241039916833 -2.76344561278492
1770.60315176531 -368.125850853247 660.493151652825 -2.77572912877251
1748.79958059624 -441.955129556461 657.913551452959 -2.78142331677816
1718.84009479306 -223.932836928727 653.534297594492 -2.79324008015392
1695.37976059965 -293.25625503787 650.820250313925 -2.80479608397845
1667.35838973209 -304.370614043229 653.303847819891 -2.80081381264709
1644.64762348582 -134.002344408824 646.701234235619 -2.81680458224869
1619.9645850572 -259.996065671552 646.40458023039 -2.82336519783223
1596.58346957872 -263.857985630742 645.092599190492 -2.82780855009557
1572.03861724263 -222.239578008197 639.963534924679 -2.83927763305512
1548.78596056035 -298.085537851259 640.256733995815 -2.84488087131123
1521.72052944387 -329.525042944757 638.20865210313 -2.85542530837816
1495.32707291823 -102.876733134677 635.984205046245 -2.86057084313434
